SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
308031205,38,122,64,128,418,288,152,230,33,1477,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,10,0,4,0,8,15,13,4,5,0,42,4,0,0,0,3,4,0,0,0,18,0,3,0,0,3,5,0,0,0,16,4,0,3,4,10,3,4,0,0,22,9,39,31,28,43,18,13,11,0,188,3,41,27,31,23,17,5,9,0,161,0,3,7,3,3,5,0,7,0,25,0,0,3,3,0,0,0,0,0,10,0,3,0,3,3,4,0,3,0,19,0,3,0,0,6,0,4,0,0,15,5,3,0,3,15,6,0,7,0,35,0,14,12,8,3,9,0,5,3,58,4,3,10,4,31,14,11,4,3,75,10,27,21,45,39,23,5,16,0,191,18,16,40,57,78,49,10,19,3,287,0,7,3,0,0,0,0,0,0,15,3,11,12,8,8,5,0,3,0,56
308031206,21,22,15,21,59,62,48,167,5,422,0,0,3,5,3,3,0,18,0,32,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,11,0,0,0,0,4,3,0,0,0,10,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,7,3,4,4,0,0,3,0,31,3,7,6,7,3,0,0,3,0,30,0,4,3,7,4,9,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,0,0,3,0,4,0,0,3,0,4,3,0,5,0,12,0,3,3,9,4,4,0,0,0,24,3,0,0,0,6,3,0,3,0,21,0,5,9,16,6,3,3,8,0,56,5,7,13,17,20,5,7,4,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,11
308031207,57,57,46,64,175,148,112,310,34,999,0,0,3,4,0,0,0,3,0,14,0,0,0,0,4,0,0,4,0,10,0,7,0,4,0,0,4,0,0,18,0,0,0,0,0,6,0,0,0,10,0,8,3,10,4,3,3,0,0,26,0,0,0,0,3,0,0,0,0,9,3,31,25,24,16,16,11,9,0,133,0,35,22,20,3,8,3,12,3,100,0,3,4,4,4,9,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,20,3,0,4,0,7,0,0,3,0,13,0,7,4,11,9,3,0,0,0,42,7,15,7,0,3,3,0,0,0,32,3,4,0,8,16,9,4,3,0,42,5,15,22,30,19,13,5,19,0,136,13,18,31,60,49,29,10,18,6,224,0,4,0,0,0,0,0,0,0,9,0,8,7,14,8,0,4,7,0,50
308031208,80,167,82,141,512,427,283,446,32,2185,3,0,4,0,4,3,0,0,0,10,0,0,0,0,3,7,3,7,0,21,0,4,3,7,27,16,3,6,0,65,3,3,4,5,8,22,6,3,0,47,3,14,5,0,5,3,4,3,0,42,0,4,3,3,7,8,0,0,0,28,12,86,50,62,42,25,12,14,0,298,11,75,19,28,19,4,5,10,0,168,3,3,4,14,14,9,9,3,0,58,0,3,4,3,0,0,0,0,0,15,0,3,4,9,20,6,0,3,0,51,0,3,0,3,18,6,7,0,0,51,3,11,5,23,21,11,5,11,0,88,3,13,4,9,8,6,0,6,0,47,13,6,17,19,80,21,18,6,0,173,21,48,41,73,79,52,25,57,0,398,21,31,70,97,116,69,27,29,8,462,0,9,0,0,3,4,0,0,0,15,3,8,15,18,12,6,3,0,0,73
308031209,38,78,45,54,256,246,146,330,15,1202,0,3,0,0,3,0,0,4,0,16,0,0,0,0,0,0,3,5,0,12,0,3,0,4,3,3,4,0,0,22,3,0,0,3,4,10,0,0,0,23,3,4,4,0,15,10,3,11,0,51,0,0,0,0,7,0,0,4,0,17,8,48,36,26,28,14,8,3,0,164,3,22,14,10,9,0,0,4,0,65,0,0,0,5,11,10,3,5,0,31,0,0,0,3,3,0,0,0,0,10,0,0,3,0,5,7,0,0,0,19,0,0,0,3,4,0,3,0,0,17,0,7,5,12,15,11,3,0,0,52,0,7,3,6,11,3,0,0,0,32,4,0,8,7,20,9,3,5,0,62,13,17,26,34,38,28,14,20,0,189,14,22,40,41,36,39,7,11,0,217,0,3,3,3,3,0,0,3,0,21,0,13,9,12,11,7,0,6,0,48
308031210,102,144,102,130,511,449,331,736,55,2557,0,11,3,3,0,6,0,6,0,33,0,0,0,0,9,6,4,18,0,41,0,3,3,8,9,3,3,7,0,43,3,0,0,8,15,17,3,0,0,52,3,9,9,15,7,12,7,3,0,63,0,0,4,3,12,15,6,3,0,40,11,78,66,71,72,24,25,24,5,378,15,76,36,30,29,11,11,13,4,231,5,14,8,11,23,13,10,7,0,91,0,0,0,0,3,3,0,0,0,6,0,3,0,3,10,10,8,3,0,38,0,3,0,7,17,4,3,8,0,41,3,10,7,18,23,13,4,6,0,84,3,12,5,15,18,3,3,0,0,65,13,14,11,15,45,27,14,8,0,147,13,45,31,62,50,33,18,23,0,284,43,38,84,155,167,92,28,34,8,649,0,5,6,0,0,0,0,0,0,16,6,16,14,9,17,9,4,3,0,90
308031211,23,108,40,71,310,226,113,200,30,1126,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,4,0,5,3,14,7,3,29,15,0,3,0,67,0,0,0,0,5,5,0,0,0,15,0,0,0,0,6,0,0,5,0,18,0,0,0,0,3,3,0,0,0,11,9,35,25,31,27,14,11,4,0,149,0,30,20,11,13,10,3,3,0,95,3,3,3,3,5,3,0,3,0,21,0,0,0,0,6,0,0,0,0,4,0,3,0,3,4,3,0,0,0,18,0,0,0,3,4,0,0,3,0,10,0,4,7,0,13,3,0,4,0,35,0,5,3,6,9,3,0,0,0,19,4,5,3,10,28,11,3,3,0,61,3,10,23,28,36,16,10,12,0,135,3,21,32,42,54,21,12,19,0,204,0,0,0,0,0,0,0,4,0,5,4,5,3,3,18,3,0,0,0,38
308031212,20,34,26,32,85,71,39,85,11,419,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,7,10,9,12,0,4,3,0,51,0,4,3,3,0,0,0,3,3,25,0,3,0,4,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,12,5,0,3,0,12,5,3,3,0,32,0,3,7,14,15,3,3,7,3,50,12,12,10,26,21,12,13,6,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
308031213,61,190,91,133,573,487,292,546,33,2412,3,4,3,5,0,7,0,0,0,18,3,0,0,3,4,0,4,3,0,21,4,13,3,11,46,24,3,3,0,103,3,3,10,12,14,25,3,5,0,71,3,0,3,7,9,10,0,3,0,29,0,3,6,0,8,8,3,3,0,24,16,79,65,40,56,12,20,6,0,304,6,66,29,24,14,6,8,20,0,160,0,6,5,13,27,6,6,3,0,67,0,7,0,0,3,0,0,3,0,14,3,3,11,19,13,9,3,0,0,57,0,6,3,3,16,3,10,0,0,40,0,8,12,15,29,24,5,6,0,102,0,9,9,10,11,10,3,0,0,53,16,4,18,22,53,25,12,14,3,157,13,51,49,71,73,52,29,40,4,386,37,41,89,117,120,79,27,35,4,553,0,4,0,3,3,5,0,3,0,21,3,10,11,16,24,8,6,12,0,91
308031214,41,57,42,88,316,214,131,198,14,1109,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,7,0,0,0,0,10,4,0,3,0,24,0,0,3,3,0,4,0,0,0,17,0,0,0,3,7,0,0,0,0,17,0,0,0,0,6,0,3,0,0,14,10,37,27,30,35,13,7,5,0,162,3,30,19,18,15,5,3,3,0,104,3,3,0,5,5,0,0,0,0,20,0,3,0,0,3,3,0,0,0,11,0,0,3,0,8,3,0,0,0,19,0,0,5,0,6,0,3,0,0,18,3,4,3,8,11,8,4,6,0,39,4,6,3,3,3,5,0,4,0,39,6,5,0,3,28,7,3,4,0,60,13,11,14,40,27,14,11,8,0,141,21,20,33,49,72,31,8,15,0,239,0,5,3,3,0,0,0,0,0,12,0,4,3,7,15,3,3,4,0,37
308031215,36,89,54,92,365,305,215,364,22,1546,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,4,0,5,23,8,0,3,0,44,0,3,0,5,6,8,3,4,0,33,0,7,4,10,13,9,0,0,0,39,0,3,0,3,9,3,3,0,0,22,3,55,35,37,38,22,9,9,4,215,4,49,27,18,6,13,3,4,0,118,0,6,0,3,5,3,4,3,0,23,0,5,0,0,0,0,0,0,0,3,0,3,7,3,8,3,0,0,0,23,0,3,0,3,3,3,0,0,0,14,3,10,7,7,16,9,0,3,0,56,0,12,6,4,8,0,3,3,0,43,7,4,13,11,42,15,9,12,0,112,20,27,24,53,33,23,16,20,0,223,18,30,58,82,93,41,17,22,0,352,0,4,0,3,0,0,0,0,0,15,0,14,7,14,9,10,4,7,0,63
308031216,60,101,76,102,301,261,141,276,24,1328,3,0,0,3,0,0,0,0,0,14,0,0,5,0,0,3,0,0,0,16,3,0,0,3,8,3,0,0,0,20,4,0,4,3,3,9,3,0,0,26,0,0,4,7,3,5,0,3,0,23,0,4,0,0,5,3,0,0,0,13,6,35,22,19,22,10,5,10,0,122,5,40,24,26,13,12,9,5,0,136,0,3,3,8,14,3,0,8,0,35,0,0,0,0,3,3,0,0,0,7,0,0,4,0,5,3,3,0,0,21,0,0,3,0,6,0,5,3,0,22,3,5,4,10,22,4,0,3,0,54,0,0,3,16,11,0,0,0,0,38,3,6,12,3,38,20,6,11,0,101,14,20,19,38,36,32,20,23,0,199,28,28,44,69,85,86,25,24,7,393,0,0,0,0,0,0,0,0,0,6,0,6,7,10,4,9,0,0,0,39
308031217,20,58,46,65,137,111,71,129,14,651,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,3,3,3,0,0,3,0,17,0,0,0,0,0,0,0,5,0,5,7,16,14,8,14,3,3,11,0,75,6,21,13,13,12,9,0,11,4,82,0,0,3,0,4,3,6,0,0,16,0,0,0,0,4,0,0,0,0,5,3,0,0,0,3,4,0,0,0,12,0,3,0,0,4,0,0,0,0,9,0,3,0,0,3,0,0,3,0,15,6,10,8,6,3,3,0,3,0,29,0,0,0,0,11,4,4,4,0,25,0,10,10,14,4,6,3,11,0,61,7,12,15,29,40,21,4,5,0,142,0,0,0,0,0,0,0,0,0,6,0,4,0,3,3,0,3,0,0,21
308031218,40,54,29,44,124,168,85,241,19,811,0,3,7,9,0,4,0,13,0,40,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,8,0,5,0,15,0,0,0,0,0,3,0,0,0,6,0,12,5,8,7,4,3,3,0,35,0,0,4,4,3,3,0,0,0,13,0,15,14,14,10,3,4,4,0,72,0,8,9,10,5,7,0,4,0,41,3,6,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,3,3,0,4,0,0,0,0,5,3,4,3,3,3,0,4,4,0,25,5,8,7,3,5,0,3,5,0,31,6,5,0,4,13,3,0,11,0,38,3,22,15,16,17,13,9,16,0,121,8,13,20,29,31,10,3,6,0,125,0,4,0,0,0,0,3,0,0,9,0,3,4,9,10,6,0,0,0,31
308031219,52,90,40,63,137,138,97,360,30,996,3,20,16,13,11,11,8,36,0,107,0,0,0,0,3,0,0,10,0,19,3,7,5,3,6,0,5,0,0,21,0,0,0,0,0,5,0,0,0,9,0,6,9,8,0,8,0,4,0,27,0,4,0,5,6,0,3,0,0,13,4,24,10,18,17,8,6,8,3,100,0,24,12,17,10,0,3,11,3,86,0,5,3,0,3,3,0,4,0,20,0,0,4,0,3,0,0,0,0,9,0,0,0,0,3,4,0,0,0,9,0,0,0,0,3,3,0,0,0,10,0,4,3,10,7,3,8,0,0,40,0,13,8,5,3,4,0,0,0,32,0,0,9,3,9,4,3,3,0,34,9,30,8,36,19,17,4,20,5,140,9,16,23,23,41,17,3,11,0,149,0,4,0,0,3,0,0,0,0,9,0,3,3,0,10,0,0,3,0,21
308031220,37,50,42,19,112,129,88,298,26,799,5,12,16,11,4,14,7,39,0,101,0,0,0,0,0,0,0,4,0,12,0,0,3,0,3,0,0,3,0,17,0,0,0,0,0,3,0,0,0,6,0,3,3,3,4,4,0,0,0,22,0,4,3,0,0,0,0,0,0,12,3,15,15,4,18,3,3,8,0,63,0,9,13,4,4,0,0,5,0,41,6,3,0,6,0,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,4,7,4,12,6,0,5,0,46,3,0,3,3,5,0,3,0,0,23,4,0,0,0,8,4,4,3,0,32,0,12,14,16,18,8,8,12,0,85,9,10,13,22,16,20,6,8,4,109,0,3,0,0,0,0,0,0,0,3,3,8,3,0,5,4,0,0,0,26
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031222,57,144,92,91,329,320,194,440,32,1711,0,3,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,5,0,10,0,6,3,4,4,5,0,4,0,28,0,0,0,0,4,4,3,0,0,17,0,11,3,8,6,3,0,3,0,39,3,3,0,3,4,0,0,0,0,17,9,46,21,37,17,10,17,15,0,168,9,59,27,23,12,11,6,18,5,168,3,3,3,0,3,3,0,3,0,18,0,0,0,0,3,4,4,3,0,14,0,6,4,3,10,4,0,4,0,25,0,3,3,4,7,3,3,9,0,29,3,9,11,7,15,14,8,11,0,75,0,11,3,7,3,3,7,5,0,44,3,3,9,11,35,14,13,9,0,98,15,30,33,35,51,41,32,47,4,292,24,32,65,102,116,98,34,48,3,518,0,7,0,3,0,0,0,3,0,11,0,15,12,10,9,16,3,6,0,67
308031223,165,270,183,276,644,698,506,1133,66,3934,0,7,8,4,6,7,5,3,0,43,7,3,5,4,5,11,10,26,5,78,0,18,4,10,9,10,5,3,3,61,0,0,0,4,8,19,4,0,0,37,4,19,20,22,16,20,5,3,0,110,0,11,0,7,8,9,9,0,0,49,19,143,83,109,80,40,33,37,8,547,16,116,60,90,52,26,14,32,4,406,0,7,13,15,11,7,6,8,0,67,0,5,5,3,9,0,0,0,0,23,3,10,6,7,21,4,4,8,0,68,3,11,11,10,27,5,11,13,0,87,3,31,20,23,37,14,9,13,0,153,3,31,19,21,34,18,4,17,0,151,10,8,18,21,107,60,18,19,0,262,38,78,83,128,123,71,71,105,8,702,41,56,113,175,149,100,47,36,10,736,6,17,6,3,10,11,3,0,0,54,4,31,15,27,32,12,15,10,0,159
308041528,100,112,61,84,193,311,274,1251,65,2451,12,55,41,42,16,76,23,211,12,486,7,4,0,3,3,11,17,44,4,107,0,7,0,9,4,7,3,10,0,39,0,3,3,0,0,3,3,0,0,16,3,9,0,4,7,3,5,7,3,37,0,0,3,6,4,4,0,0,0,22,7,39,32,33,25,15,4,15,3,180,0,32,13,23,4,7,9,20,0,108,0,14,8,5,5,9,3,7,0,50,0,3,0,0,0,0,0,0,0,4,0,0,3,4,3,3,0,0,0,21,0,3,3,0,3,3,0,5,0,19,0,5,7,7,15,5,3,10,0,51,0,18,4,15,7,13,4,7,0,69,7,4,4,5,14,6,4,6,0,51,8,35,28,58,26,32,23,42,3,246,15,19,46,61,36,32,16,18,3,246,0,0,0,0,0,0,0,0,0,7,4,13,11,11,5,12,3,9,3,58
308041529,63,86,48,48,371,260,259,443,39,1617,0,4,0,0,3,3,0,3,0,18,0,3,3,0,6,3,6,19,0,43,8,14,3,5,28,16,10,6,0,96,3,0,3,3,8,9,4,12,0,47,0,4,5,3,0,4,3,9,0,28,0,4,0,3,12,5,3,0,0,30,9,37,31,40,36,19,12,7,4,187,4,25,21,17,20,5,7,9,4,106,0,7,3,3,0,0,3,0,0,12,0,0,0,3,5,0,0,0,0,5,3,0,8,5,6,4,3,0,0,32,0,3,0,0,6,0,3,0,0,14,0,4,6,13,8,0,4,3,0,48,0,3,6,4,14,9,3,10,0,44,3,8,12,10,19,16,3,0,3,79,8,25,17,35,26,21,19,28,0,181,10,19,30,41,36,27,5,12,0,177,0,0,3,0,0,0,0,0,0,9,6,11,7,16,4,4,5,5,3,61
308051530,66,119,82,89,130,190,134,318,38,1167,0,3,5,3,3,15,7,22,0,60,0,0,0,0,0,3,0,10,0,10,0,7,0,5,3,4,3,3,0,27,0,0,3,0,0,0,0,3,0,9,3,8,3,5,9,5,0,3,0,36,0,0,0,3,0,0,0,0,0,7,3,45,31,34,13,9,9,10,0,162,4,43,34,34,11,6,10,25,3,174,0,9,8,0,6,4,3,11,0,34,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,16,0,3,8,8,0,0,0,8,0,24,0,13,3,7,4,3,5,9,0,39,0,17,10,8,5,3,0,3,0,41,4,3,0,8,16,0,4,0,0,44,12,28,19,35,16,9,4,22,0,133,3,6,23,17,16,8,4,8,0,88,0,3,0,0,0,0,0,0,0,9,0,6,3,4,3,4,0,7,0,26
308051531,86,122,73,101,317,449,536,769,33,2483,3,3,3,0,0,3,0,0,0,12,0,0,0,0,0,8,5,5,0,22,9,10,12,7,11,19,33,13,0,121,0,3,0,3,4,3,0,0,0,13,3,23,4,8,13,7,6,22,0,82,3,0,0,0,3,0,3,0,0,11,11,67,55,56,31,18,16,18,4,268,3,71,31,26,12,15,8,14,3,191,8,3,6,9,10,14,7,10,0,67,0,3,3,0,3,0,0,0,0,10,3,3,7,3,12,0,5,4,0,45,3,4,3,5,15,9,5,9,0,55,5,19,14,11,9,11,4,7,3,79,0,18,9,5,11,7,7,10,0,66,5,7,15,10,30,8,3,3,0,93,22,46,55,66,58,36,12,56,0,352,15,41,65,87,58,33,29,14,0,350,0,10,0,3,0,0,0,0,0,18,0,17,18,16,13,7,3,0,0,78
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,121,213,126,147,492,619,626,1071,59,3466,0,0,0,0,0,0,0,0,0,3,0,0,3,8,9,10,4,6,3,48,5,15,10,19,15,28,23,19,0,130,0,0,3,3,7,12,8,7,0,39,0,8,6,9,16,24,10,29,0,101,0,3,0,5,10,13,15,3,0,52,24,95,77,85,81,23,23,14,4,430,3,63,34,51,27,20,9,16,3,227,6,12,15,18,33,40,11,20,0,141,0,0,0,3,4,4,3,0,0,19,3,7,9,8,15,10,4,6,0,55,0,9,3,7,18,13,4,10,0,61,4,16,8,10,28,17,3,33,0,127,3,28,17,12,24,7,9,8,0,100,10,5,14,8,43,23,15,7,0,121,20,54,55,85,48,39,30,50,7,391,15,45,75,89,97,56,32,26,3,430,3,15,0,5,3,0,3,0,0,26,8,37,20,21,30,11,6,7,0,138
308051534,51,72,64,90,212,258,235,479,27,1502,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,12,0,3,3,3,10,14,9,6,0,57,0,0,3,0,0,0,0,0,0,7,0,5,3,3,8,4,3,11,0,42,0,0,3,0,6,5,0,3,0,21,5,38,32,25,19,9,15,10,0,155,4,32,16,34,20,16,11,19,0,146,3,0,5,12,8,8,13,8,0,62,0,0,0,3,3,0,0,0,0,8,3,3,3,0,3,6,3,3,0,25,0,3,0,0,4,3,5,12,0,30,0,3,10,8,12,6,6,13,0,56,0,10,6,12,13,0,3,5,0,52,4,3,3,5,21,6,8,5,0,56,3,21,17,25,19,16,11,12,3,133,4,14,19,38,31,26,16,7,0,144,0,6,0,0,0,0,0,3,0,7,0,12,5,4,7,4,3,3,0,44
308051535,119,161,89,116,351,447,507,1164,61,3012,0,14,12,20,8,11,3,26,0,92,3,4,0,4,3,3,0,8,0,24,5,15,13,11,20,26,26,21,0,125,0,0,4,3,6,8,4,4,0,28,3,9,16,3,5,11,5,28,0,86,0,8,5,4,10,11,0,6,0,46,10,65,46,61,43,15,13,17,3,276,3,60,33,25,21,7,10,17,3,179,8,9,20,10,29,24,10,12,3,114,0,0,0,0,0,0,0,0,0,4,3,7,3,0,13,5,5,3,0,31,3,3,9,9,12,6,4,3,0,48,3,14,14,9,21,17,9,11,0,100,5,22,16,14,16,8,4,15,0,90,15,3,10,16,44,18,8,7,0,120,12,48,57,63,33,44,15,36,0,314,16,36,57,60,58,49,12,11,8,303,0,8,0,0,3,0,0,0,0,15,3,20,8,11,8,14,9,7,3,80
308051536,46,73,35,42,166,160,169,272,19,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,6,10,16,8,0,40,0,0,0,4,0,3,3,0,0,7,3,3,3,0,3,0,0,10,0,24,0,0,0,4,0,4,0,0,0,10,4,27,20,22,33,4,6,4,3,123,3,24,14,14,5,0,6,9,0,72,0,0,3,10,7,8,3,0,0,30,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,12,0,0,0,3,0,0,0,3,0,15,0,6,0,3,3,3,0,3,0,25,0,3,3,5,8,5,0,0,0,39,0,9,8,0,12,3,4,3,0,36,3,17,11,26,14,17,11,21,0,119,3,16,28,26,23,12,6,6,0,129,0,3,0,3,0,0,0,0,0,13,3,10,0,5,9,0,4,0,0,32
