SA2_MAINCODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
402011027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,6,0,5,0,3,0,4,4,6,7,0,16,0,12,0,12,0,0,0,11,8,0,25,8,8,0,11,0,0,0,11,6,0,18,8,3,0,9,0,0,0,9,10,0,17,4,4,0,6,3,0,4,10,4,0,17,11,3,0,11,0,0,0,11,4,0,16,4,0,3,5,0,0,0,5,4,0,8,3,0,0,8,0,0,0,8,3,0,7,11,0,0,10,0,0,0,10,3,0,15,3,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,5,0,8,3,0,4,14,3,0,16,0,0
402021028,0,0,0,0,4,0,4,3,8,0,9,0,0,0,0,0,0,0,0,4,0,8,0,4,0,4,10,4,15,16,15,0,30,0,8,0,8,3,3,3,12,21,0,31,0,22,0,22,9,5,9,30,31,0,59,3,41,4,45,7,8,18,65,62,0,131,11,39,0,52,0,3,7,59,70,0,132,37,35,3,75,0,7,5,84,38,0,126,34,35,6,74,8,0,7,86,32,0,115,44,16,3,58,6,0,3,62,12,0,78,39,11,3,51,0,0,0,52,10,0,62,28,4,3,38,0,0,0,38,7,0,43,29,11,3,36,0,0,0,36,11,0,47,6,3,0,8,0,0,4,14,7,0,19,4,3,0,6,0,0,0,6,3,0,9,3,0,0,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,3,38,14,7,57,0,0,0,58,16,0,74,0,0
402021029,0,0,0,0,9,3,8,9,12,0,21,0,3,0,3,0,0,0,3,7,0,13,0,3,0,3,10,4,14,16,27,0,46,0,14,0,12,3,17,21,37,58,0,95,3,21,0,21,15,7,23,49,95,0,146,6,53,3,72,15,22,37,105,164,0,269,14,56,6,78,14,9,16,96,122,3,220,52,36,8,90,7,3,10,101,95,0,193,47,32,4,75,4,3,5,85,43,3,132,31,18,0,54,3,0,3,55,37,0,95,22,6,3,32,0,3,3,30,13,0,47,19,3,0,20,0,0,0,20,15,0,34,12,3,0,13,0,0,0,19,7,0,20,7,4,0,11,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,5,16,24,0,44,7,3,12,54,42,0,103,0,5
402021030,0,0,0,0,0,0,3,3,4,0,11,0,0,0,0,0,0,0,0,3,0,4,0,6,0,6,6,3,11,19,31,0,46,0,3,3,9,8,5,12,22,30,0,51,0,6,0,12,9,5,12,20,48,0,64,7,28,3,41,11,7,12,54,82,0,134,6,13,0,23,3,3,7,30,71,0,100,11,8,0,20,0,3,3,30,78,0,103,14,13,0,30,3,3,7,35,41,0,78,9,10,0,14,3,0,3,23,34,0,50,10,0,0,8,0,0,4,14,14,0,26,8,3,0,10,0,0,0,10,3,0,14,3,3,0,9,0,0,0,9,7,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,6,3,22,3,0,6,25,36,3,59,0,3
402021031,0,0,0,0,0,0,0,3,12,0,15,0,0,0,0,0,0,3,3,3,0,10,0,0,0,0,3,0,3,5,17,0,22,3,5,0,8,5,0,7,8,34,0,44,0,7,0,7,3,7,11,13,47,0,60,7,26,5,36,11,11,24,57,69,0,128,5,24,0,33,0,3,3,34,83,0,121,29,35,3,65,3,0,3,66,34,0,99,19,17,0,35,0,0,0,37,33,0,67,17,13,0,37,0,0,0,37,24,0,63,18,3,0,27,0,0,0,26,11,0,38,11,4,0,14,3,0,5,19,15,0,36,18,6,3,27,0,0,0,27,5,0,33,14,0,0,14,0,0,0,14,3,0,14,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,9,3,29,5,0,7,33,24,0,60,3,0
402021032,0,0,0,6,0,0,3,4,11,0,12,0,3,0,3,3,0,3,3,3,0,11,0,3,0,8,0,0,4,9,14,0,28,0,3,0,3,3,3,9,11,16,0,29,0,12,0,12,3,3,4,18,25,0,45,6,32,7,40,3,4,12,55,72,0,127,11,24,3,34,7,3,8,46,47,0,95,27,21,0,51,0,0,0,54,29,0,86,31,11,3,46,3,0,3,49,14,0,65,22,10,0,37,0,0,0,37,10,0,49,13,7,0,17,0,0,0,16,3,0,19,11,7,0,16,0,0,0,16,4,0,17,19,0,0,21,0,0,0,24,0,0,25,8,0,0,7,0,0,0,7,0,0,7,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,9,11,3,22,0,0,0,26,15,0,33,0,0
402021033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,7,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,3,0,0,11,0,0
402021034,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,6,0,5,0,5,0,7,9,7,14,20,28,0,47,0,3,0,5,4,8,15,23,55,0,74,0,14,5,19,9,8,21,34,58,0,96,0,36,5,44,5,7,15,57,102,0,168,12,30,0,38,10,11,20,59,109,0,163,31,24,3,53,0,8,10,67,63,0,129,23,16,0,32,0,8,7,41,44,0,86,15,3,3,21,0,0,0,24,20,0,49,10,3,0,12,0,0,0,12,9,0,25,13,3,0,15,0,0,0,15,15,0,25,11,3,0,11,0,0,0,11,3,0,12,3,3,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,19,3,36,5,4,11,41,41,0,84,0,5
402021035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,3,4,3,0,4,0,0,0,4,0,0,0,5,8,0,18,0,0,0,3,0,0,0,3,7,0,9,7,3,0,13,0,0,0,13,3,0,15,5,4,0,11,0,0,0,11,4,0,17,3,0,0,3,0,0,0,3,7,0,10,6,0,0,6,0,0,0,6,4,0,5,0,4,0,4,0,0,0,4,4,0,9,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,4,0,8,0,0
402031036,0,0,0,3,0,0,0,3,16,0,19,0,0,0,0,3,4,5,5,4,3,13,0,7,0,9,0,5,6,13,36,0,51,0,7,0,15,4,5,6,20,41,4,67,3,11,0,14,6,3,9,27,48,0,78,4,29,0,34,0,8,6,46,64,0,108,15,36,3,46,0,0,6,49,78,0,129,28,25,0,49,4,0,3,54,81,0,138,46,28,4,79,0,3,3,81,48,0,127,37,16,0,58,0,0,0,55,32,0,92,21,4,0,32,0,0,0,31,16,0,49,13,6,0,12,0,0,0,12,9,0,25,28,12,0,36,3,0,3,40,20,0,58,15,3,0,14,0,0,0,16,10,0,26,3,0,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,3,0,9,19,9,3,33,8,5,16,47,52,0,95,0,0
402031037,0,3,0,3,5,0,10,10,11,0,25,0,0,0,0,0,0,0,3,8,0,5,0,11,0,11,3,0,3,10,20,0,31,0,7,0,7,3,3,9,13,18,0,35,0,14,0,15,4,3,12,26,37,0,70,4,29,0,40,4,0,5,46,64,0,102,15,37,0,54,0,7,7,59,52,0,117,30,19,0,50,3,4,4,58,58,0,110,46,36,4,84,0,0,0,87,58,0,143,48,20,0,62,0,0,0,68,24,0,89,42,19,3,60,0,0,0,60,18,0,77,34,13,0,46,0,0,0,46,8,0,60,42,10,4,55,0,0,0,55,14,0,68,12,3,0,16,0,0,0,16,3,0,16,7,0,0,5,0,0,0,5,0,0,9,0,0,0,3,0,0,0,3,4,0,8,3,0,0,6,0,0,0,6,0,0,6,32,16,3,46,0,3,3,48,25,5,78,0,0
402031038,0,0,0,0,3,0,3,3,9,0,13,0,5,0,5,5,0,3,4,5,0,15,0,5,0,9,3,0,3,9,11,0,24,0,13,0,16,0,0,5,17,14,0,35,3,3,0,11,8,3,12,16,34,0,56,3,22,0,28,3,4,7,34,55,0,90,9,29,3,39,0,10,9,48,49,0,100,41,14,0,55,3,3,9,63,48,0,109,37,28,3,67,3,0,3,69,37,0,104,34,21,0,58,0,0,0,58,21,0,85,31,14,0,48,0,0,0,51,18,0,75,22,6,3,33,0,0,0,33,11,0,47,33,3,4,35,0,0,0,35,11,0,42,11,3,0,10,0,0,0,10,10,0,24,6,0,0,6,0,0,0,6,0,0,8,11,0,0,10,0,0,0,10,0,0,13,7,0,0,6,0,0,0,6,3,0,10,27,10,0,41,3,4,3,43,33,4,79,0,0
402041039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041040,0,0,0,0,0,0,3,3,8,0,12,0,0,0,0,3,0,3,7,7,0,5,0,3,0,6,0,3,3,9,15,0,27,0,3,0,8,0,3,3,11,21,0,32,0,7,0,11,0,3,3,18,29,0,42,4,29,4,32,3,7,9,42,44,0,81,10,32,0,45,4,3,9,50,44,0,93,14,24,0,45,3,3,5,48,46,0,90,34,18,7,55,3,0,3,65,36,0,98,26,8,3,39,0,3,3,39,23,0,62,19,8,0,29,0,0,0,29,12,0,43,16,6,0,28,0,0,0,30,12,0,41,16,8,0,24,0,0,0,21,8,0,35,9,4,0,16,0,0,0,16,0,0,22,3,3,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,16,9,0,29,4,3,9,30,26,0,55,0,0
402041041,0,0,0,0,0,0,0,5,9,0,9,0,0,0,0,0,0,0,3,0,0,3,0,9,0,7,3,0,9,15,12,0,28,0,3,0,3,0,3,4,9,15,0,24,0,14,0,18,6,0,7,23,29,0,53,4,23,0,27,3,10,17,38,43,0,82,10,33,5,44,3,0,5,47,33,0,81,17,23,0,35,3,0,3,41,28,0,71,27,22,0,47,0,0,0,49,34,0,87,31,12,0,44,0,0,0,41,16,0,58,18,7,0,27,0,0,0,27,9,0,37,27,3,0,27,0,0,0,27,7,0,36,19,9,6,38,0,0,0,38,8,0,39,9,4,0,10,0,0,0,10,6,0,18,9,0,0,9,0,0,0,9,0,0,10,4,0,0,4,0,0,0,4,0,0,4,4,0,0,4,0,0,0,4,3,0,4,22,20,0,40,0,0,0,46,16,0,61,0,6
402041042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402041043,0,0,0,0,0,0,3,5,8,0,17,0,0,0,0,0,0,0,3,11,0,13,0,9,0,8,0,3,3,9,24,0,38,0,4,0,4,4,3,4,8,26,0,31,4,7,3,12,4,0,11,19,37,0,60,6,36,3,48,4,5,11,56,67,0,121,16,13,4,31,3,6,7,41,54,0,101,26,30,3,62,4,3,8,66,53,0,116,22,28,0,52,0,7,6,59,50,0,103,31,14,3,43,0,0,0,46,20,0,65,18,6,4,35,0,0,0,38,28,0,64,15,4,0,12,0,0,0,12,10,0,22,26,7,0,28,0,0,0,34,8,0,41,7,0,0,10,0,0,0,10,3,0,14,8,0,0,7,0,0,0,9,3,0,6,3,0,0,4,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,21,20,3,43,5,0,4,52,25,3,78,0,3
402041044,0,0,0,3,4,4,9,8,18,0,25,0,0,0,3,0,3,3,3,6,0,12,0,4,0,4,6,0,9,13,20,0,32,3,3,0,7,5,3,6,11,29,0,43,0,12,0,18,8,5,14,28,39,0,65,14,36,0,59,5,8,10,65,80,0,145,18,41,3,58,3,3,6,65,58,0,125,31,39,4,79,3,4,4,78,41,0,123,46,29,3,77,5,0,5,81,46,0,127,46,21,0,70,0,3,4,68,22,0,98,37,5,0,44,0,0,0,49,12,0,60,28,5,0,34,0,0,4,38,9,0,44,18,3,0,21,0,0,0,21,7,0,28,9,3,0,7,0,0,0,7,5,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,29,23,3,49,3,3,5,56,33,4,91,0,3
402041046,0,0,0,0,3,3,3,4,18,0,27,5,3,0,8,0,0,4,11,10,0,18,0,3,0,3,3,4,8,16,42,0,54,0,12,0,17,10,3,10,26,26,0,53,3,13,3,16,11,10,14,35,51,0,83,9,39,3,51,5,13,18,64,75,3,144,21,36,3,60,4,4,11,68,72,0,136,34,26,0,64,7,5,10,72,64,0,133,46,25,9,72,0,3,3,78,49,0,124,34,14,0,48,0,0,0,46,36,0,85,22,7,0,26,0,0,0,26,17,0,42,13,5,0,25,0,0,0,25,15,0,39,24,10,0,37,0,0,0,37,10,0,51,0,3,0,6,0,0,0,6,0,0,9,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,6,0,4,3,0,0,0,0,0,0,6,0,0,3,19,9,4,30,4,0,4,41,45,0,87,0,0
402041047,0,0,0,0,3,0,3,3,8,0,11,0,0,0,0,0,0,0,0,3,0,5,0,6,0,9,4,0,5,10,10,0,27,0,3,0,3,5,3,8,11,23,0,33,5,16,0,18,9,6,16,30,28,0,60,3,37,3,39,4,8,10,54,60,0,113,16,27,3,47,3,0,8,57,65,0,115,21,34,0,60,0,3,4,65,31,0,90,27,29,3,56,3,4,3,62,35,0,101,35,18,0,58,3,0,3,59,15,0,80,31,12,0,45,0,0,0,45,6,0,49,28,6,0,33,0,0,0,34,14,0,44,31,10,0,49,0,3,6,50,8,0,57,15,3,0,16,0,0,0,18,5,0,18,3,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,18,0,48,3,4,4,56,36,4,89,0,3
402041048,0,3,0,3,0,0,0,4,20,0,23,0,0,0,5,0,0,0,9,5,0,13,0,3,0,5,11,3,10,15,23,0,39,0,7,0,5,12,8,16,25,37,0,65,3,21,0,22,5,9,11,39,70,0,110,9,46,8,66,5,10,19,83,94,0,178,11,41,6,58,5,8,15,73,92,0,167,36,40,3,77,7,3,6,82,57,0,139,39,26,7,72,3,3,3,76,55,0,130,36,20,3,54,3,0,3,61,22,0,84,19,8,0,27,0,0,0,28,16,0,42,14,4,0,15,3,0,3,20,12,0,33,18,7,0,29,0,0,0,30,13,0,40,3,5,0,6,0,0,0,6,9,0,17,0,0,0,5,0,0,0,3,0,0,3,4,0,0,6,0,0,0,6,0,0,6,6,0,0,6,0,0,0,6,0,0,6,22,12,0,36,4,3,10,42,39,0,79,5,0
402041171,0,0,0,0,0,3,3,0,16,0,15,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,0,0,7,8,0,11,0,3,0,3,0,4,4,4,8,0,16,0,4,0,7,0,0,5,10,6,0,18,3,8,0,13,0,4,6,15,24,0,38,11,8,0,17,0,0,0,17,13,0,35,13,16,3,30,0,4,4,33,9,0,40,19,18,0,38,8,0,8,46,5,0,47,16,10,0,26,3,0,3,32,10,0,41,23,7,0,35,0,0,0,35,5,0,37,22,9,0,26,0,0,0,26,0,0,32,27,3,0,31,0,0,0,31,11,0,39,13,3,0,15,0,0,0,15,0,0,15,3,0,0,3,0,0,0,3,0,0,3,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,8,0,20,3,0,3,22,3,0,25,0,0
402041172,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,0,0,3,0,0,4,0,3,0,3,0,0,0,4,4,0,7,0,0,0,3,0,0,3,4,10,0,13,0,11,0,13,6,0,5,13,21,0,37,0,9,4,15,3,0,5,22,21,0,41,10,14,0,26,0,0,0,29,21,0,49,8,7,5,17,0,0,0,13,16,0,33,10,11,0,17,0,0,0,19,13,0,38,20,3,0,23,0,0,0,22,10,0,40,12,0,0,12,0,0,0,12,7,0,23,6,3,3,16,0,0,0,16,3,0,18,19,7,0,24,0,0,0,24,3,0,28,3,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,20,0,3,4,23,10,0,35,3,0
402051049,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,3,4,0,7,0,0,0,0,0,0,3,3,3,0,7,0,6,0,6,0,0,4,10,7,0,14,0,5,0,5,0,0,0,5,7,0,15,0,10,0,16,3,3,3,17,10,0,32,8,24,0,29,0,0,0,30,15,0,42,18,16,0,31,0,0,0,31,17,0,53,22,15,0,33,0,0,0,37,7,0,42,14,17,0,32,0,0,0,32,5,0,39,21,7,0,34,0,0,0,34,3,0,38,11,8,0,15,0,0,0,15,0,0,23,25,9,0,30,0,0,0,34,3,0,35,5,0,0,9,0,0,0,9,0,0,9,8,0,0,8,0,0,0,8,0,0,8,6,0,0,6,0,0,0,6,0,0,6,5,0,0,5,0,0,0,5,3,0,7,20,13,0,36,0,0,0,36,9,0,45,4,3
402051050,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,3,10,5,0,17,0,4,0,9,0,0,0,8,13,0,22,3,15,0,17,4,0,9,22,15,0,39,4,29,0,30,0,0,0,36,8,0,40,15,11,0,26,0,0,3,32,19,0,45,29,25,4,55,0,0,0,56,5,0,59,21,13,0,33,0,0,0,33,8,0,40,12,9,0,23,0,0,0,23,7,0,27,20,3,0,20,0,0,0,20,4,0,27,20,0,3,21,0,0,0,21,0,0,23,10,0,0,17,0,0,0,17,0,0,17,0,0,0,3,0,0,0,3,0,0,3,4,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,24,7,0,33,0,0,0,33,3,0,39,0,0
402051051,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,12,0,3,0,3,0,4,4,7,5,0,14,0,4,0,3,4,0,6,7,14,0,21,4,13,0,16,0,7,4,19,14,0,34,0,7,0,8,0,0,0,8,16,0,24,11,17,0,28,0,0,0,28,15,0,39,8,19,0,31,3,0,3,29,18,0,51,14,12,0,30,0,0,0,30,10,0,42,17,0,0,15,0,0,0,15,3,0,21,13,4,0,16,0,0,0,16,9,0,25,22,0,0,18,0,0,0,25,4,0,23,9,0,0,7,0,0,0,7,4,0,9,7,0,0,7,0,0,0,7,0,0,4,4,0,0,4,0,0,0,4,0,0,4,3,0,0,3,0,0,0,3,0,0,3,15,10,0,28,0,0,0,27,7,0,36,0,0
402051052,0,0,0,0,0,0,0,0,11,0,10,0,0,0,3,0,0,0,3,3,0,4,0,0,0,4,0,4,0,5,4,0,9,0,7,0,8,4,3,3,12,9,0,21,0,10,0,10,3,3,9,15,29,0,46,7,19,0,28,8,0,8,35,36,0,64,4,38,0,48,0,7,7,55,35,0,89,21,36,3,62,0,0,0,61,29,0,89,32,30,4,65,5,0,5,69,36,0,104,22,15,0,36,0,0,0,36,16,0,57,32,6,0,34,0,0,0,34,12,0,43,26,3,0,32,0,0,0,32,7,0,39,23,14,0,30,0,0,0,34,6,0,39,14,3,0,13,0,0,0,13,3,0,19,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,28,14,7,39,6,3,8,44,18,3,70,0,0
