SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
314011383,0,0,0,4,9,0,14,7,0,24,12,33,0,78,8,0,54,62,214,5,346,14,0,14,26,27,0,77,6,5,45,60,544,14,677,0,3,23,24,61,3,119,6,8,37,34,140,11,227,5,0,14,20,39,3,82,12,0,32,48,114,9,211,5,0,12,18,15,0,47,10,3,28,30,26,0,96,3,3,6,14,26,0,57,31,17,137,62,60,11,314,0,0,18,14,52,3,90,17,12,82,121,182,11,427,27,9,56,21,24,3,140,22,13,80,42,35,3,194,3,0,9,4,17,3,32,3,0,24,19,121,4,165,8,0,21,15,99,22,165,205,73,688,647,1851,94,3560,0,0,3,3,3,0,12,0,0,7,3,3,0,15,3,0,30,27,38,0,98,0,0,10,6,6,0,27,3,0,21,32,34,0,92,0,3,13,16,27,3,60,3,0,44,71,110,12,237,7,0,15,25
314011384,0,0,6,0,13,0,16,6,0,14,8,21,0,43,0,0,16,11,68,8,109,0,0,7,10,16,0,37,6,0,14,25,275,16,333,0,0,12,5,21,3,41,0,0,12,14,40,10,75,3,0,3,3,21,3,32,3,3,18,20,53,7,115,0,0,12,3,14,0,27,0,0,9,10,10,0,28,0,3,3,3,11,0,18,23,6,65,24,37,0,152,0,0,5,4,19,0,36,0,8,29,48,41,9,134,12,4,36,14,21,3,82,13,4,29,10,10,3,69,0,0,3,4,11,0,19,3,0,3,6,66,7,82,0,0,10,10,42,7,72,80,38,308,235,792,80,1531,0,0,7,8,11,0,26,0,0,0,4,0,0,8,0,3,3,6,16,3,30,3,0,0,0,5,0,13,0,3,11,8,12,0,37,0,0,6,0,7,0,26,0,0,20,24,40,16,97,0,0,9,10
314011385,0,0,0,3,0,0,5,5,0,9,3,10,0,25,5,0,11,24,80,3,122,0,0,17,14,16,0,50,3,0,18,31,257,8,315,3,6,10,14,24,0,54,5,3,14,14,46,0,88,0,0,13,6,23,0,40,7,0,20,27,46,5,106,0,0,7,8,10,0,25,9,11,17,20,14,0,68,0,3,3,6,7,0,19,21,3,49,29,19,6,130,4,0,6,3,14,0,34,19,4,37,64,52,5,184,22,14,42,7,13,0,101,20,6,40,18,16,3,103,3,0,7,0,3,0,11,3,3,15,8,43,0,74,3,0,13,15,33,10,75,128,61,355,316,719,56,1628,0,0,0,0,0,0,3,0,0,7,0,0,0,10,3,0,9,5,14,0,32,3,0,0,10,0,0,12,0,0,4,7,22,0,35,0,0,12,6,11,0,31,0,0,27,29,35,6,94,0,0,14,9
314011386,0,0,6,3,3,0,15,10,5,28,7,29,0,80,11,9,46,40,172,4,276,12,3,21,17,32,0,86,13,4,66,60,595,14,754,14,4,25,17,46,0,112,9,0,61,37,115,6,229,3,0,23,17,64,3,111,3,3,43,47,119,11,226,3,0,35,22,36,4,102,10,13,73,38,26,0,161,3,3,19,6,34,0,63,81,26,272,70,74,7,536,6,3,27,21,71,5,134,47,53,172,155,150,3,578,81,37,129,39,49,0,341,36,20,128,41,58,6,298,0,3,26,17,25,3,66,9,9,20,17,114,3,171,13,6,28,34,81,16,179,358,208,1247,709,1904,84,4514,0,0,7,0,5,0,13,5,4,4,4,3,0,19,5,3,26,11,21,3,69,3,0,13,9,7,0,24,0,0,28,9,30,0,71,3,4,20,9,12,3,44,5,11,62,66,99,6,245,0,0,31,37
314011387,0,3,3,8,0,0,15,17,3,23,4,9,0,61,4,6,36,20,69,4,139,0,3,8,4,14,3,33,16,0,63,43,298,10,428,4,0,22,11,19,5,62,3,0,23,18,46,6,90,0,0,11,9,25,6,52,8,0,27,36,48,3,116,0,3,18,10,11,3,54,9,7,31,26,8,3,81,0,3,13,13,18,0,43,62,21,174,48,39,6,348,7,0,11,8,25,3,55,29,17,69,40,35,5,189,27,18,55,16,24,6,142,32,10,70,20,22,4,156,5,0,16,7,8,3,32,7,3,12,8,57,3,87,14,3,30,15,38,5,103,252,105,706,357,816,76,2304,0,3,6,3,0,0,13,0,0,3,3,0,0,13,4,0,14,7,13,0,43,4,0,10,3,0,0,16,3,3,20,15,18,3,57,5,0,11,7,7,0,30,4,7,27,10,20,3,75,3,0,11,8
314021388,3,0,3,0,12,0,17,3,0,11,5,29,3,48,3,0,21,48,271,11,356,0,3,3,4,48,0,62,0,0,23,44,551,25,644,0,0,9,22,76,0,115,5,0,28,30,207,8,285,0,0,15,20,78,3,117,4,0,22,43,163,15,252,0,0,13,16,26,0,51,0,0,21,21,15,3,62,0,0,9,3,19,3,40,10,7,66,47,65,10,197,0,0,4,22,69,4,98,12,11,46,73,137,3,295,10,9,65,21,40,3,148,5,4,54,36,81,3,178,0,0,7,3,23,0,34,0,3,9,24,199,10,241,0,0,15,10,123,28,181,77,41,440,494,2237,127,3409,0,0,3,3,3,0,13,0,0,4,0,0,0,6,4,0,9,17,45,3,80,0,0,4,0,8,0,12,0,0,8,15,45,0,67,0,0,7,9,22,3,46,3,6,36,59,179,17,297,3,0,20,36
314021389,0,0,0,0,3,0,10,5,3,19,6,20,3,56,5,4,26,39,226,13,309,3,0,18,16,29,0,60,3,3,43,43,437,8,541,3,3,12,24,70,0,111,3,3,26,47,146,5,230,8,4,14,15,55,0,90,12,0,36,52,132,14,250,0,3,12,9,23,0,50,4,3,18,20,18,0,69,3,0,7,4,36,0,46,13,9,71,40,44,3,181,0,0,10,24,45,4,79,16,6,55,68,100,8,260,23,14,57,27,22,4,143,12,8,80,36,41,4,177,0,0,6,8,15,3,30,8,0,9,21,105,4,150,5,0,13,20,70,18,127,137,65,523,515,1652,93,2979,0,0,0,0,0,0,3,0,0,6,0,3,0,11,0,0,12,23,34,0,77,0,3,4,0,0,0,18,3,3,9,20,24,0,64,0,3,4,20,22,6,58,8,5,33,51,113,13,223,4,0,22,34
314021390,0,0,3,0,8,0,9,14,5,39,27,72,0,163,28,7,66,73,276,10,452,8,0,22,17,55,3,104,19,7,70,90,600,26,813,13,3,39,33,80,4,174,16,6,76,80,208,12,400,11,0,37,36,106,3,200,16,12,82,106,208,13,436,13,0,27,29,34,3,107,19,13,55,42,31,3,173,4,0,26,12,33,3,83,63,15,163,77,89,7,421,0,3,24,21,66,3,119,33,15,87,139,175,15,450,33,28,112,33,41,6,247,47,24,164,58,75,16,382,0,4,17,9,22,3,59,8,3,25,23,153,10,214,8,0,29,24,108,21,194,356,152,1152,941,2434,154,5192,0,0,3,5,0,0,13,3,0,7,4,3,0,27,7,3,25,25,46,5,110,0,0,5,6,13,0,26,4,0,19,23,56,7,113,3,3,16,14,29,4,64,16,0,91,118,217,17,458,8,0,49,46
314031391,0,0,0,0,3,0,4,0,0,3,3,18,0,23,0,0,4,13,110,7,138,0,0,0,14,21,0,39,0,6,8,15,251,13,292,0,0,8,9,42,3,57,0,0,13,7,82,6,113,0,0,6,18,33,0,58,5,3,14,15,83,13,137,3,0,3,3,8,0,19,0,0,4,8,10,3,26,0,0,0,4,9,0,13,5,0,36,18,29,4,102,0,0,3,5,28,3,46,3,10,34,50,62,3,162,6,8,18,6,10,0,51,9,0,21,12,26,0,72,0,0,0,0,4,0,11,0,0,3,9,82,0,98,0,6,5,6,53,8,76,43,35,184,228,981,65,1528,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,11,22,4,41,0,0,3,0,3,0,5,0,0,0,0,12,0,10,3,0,4,0,16,0,26,0,0,23,28,69,0,125,0,0,5,7
314031392,0,0,0,0,0,0,3,0,0,0,0,4,0,9,0,0,0,10,62,3,80,0,0,0,4,11,0,22,0,0,6,11,138,4,163,0,0,3,5,19,0,27,0,0,6,12,54,0,76,0,0,5,5,20,0,36,0,0,4,17,50,8,77,0,3,3,3,6,0,15,0,3,3,3,4,0,16,0,0,3,7,4,0,10,11,4,15,8,19,7,62,0,0,6,0,14,3,23,3,7,6,18,42,3,77,3,3,19,8,9,0,44,3,4,14,12,24,3,56,0,0,0,3,12,0,19,0,0,3,4,37,0,46,0,0,4,8,33,8,51,27,26,113,127,552,48,898,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,11,0,22,0,0,3,0,3,0,3,0,0,0,5,11,3,21,0,0,4,10,8,0,15,0,0,7,15,49,3,73,0,0,3,9
314031393,0,0,3,0,3,3,14,0,4,6,4,17,4,35,0,3,10,16,109,4,149,3,0,0,5,28,0,41,0,0,4,17,217,14,250,0,0,3,10,29,3,52,3,0,12,20,69,6,108,0,0,5,14,23,0,37,3,3,10,25,67,3,111,3,0,0,7,15,3,30,0,0,12,12,6,0,36,0,0,3,4,8,0,19,11,3,56,25,17,0,108,0,0,4,7,29,5,43,11,14,29,42,38,3,137,12,11,31,10,16,0,82,13,3,21,21,32,5,90,0,0,3,3,10,0,18,3,0,5,12,68,3,88,0,0,5,10,39,12,65,62,43,234,258,825,70,1491,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,5,3,18,7,34,0,0,4,0,0,0,8,0,3,5,8,16,0,29,0,0,0,10,3,0,15,3,3,26,26,40,6,102,0,0,11,15
314031394,0,0,3,0,3,0,6,0,0,3,0,17,3,23,0,0,14,27,176,9,232,4,0,0,5,22,0,30,0,0,4,17,264,4,294,0,0,10,6,48,3,72,3,0,21,21,85,0,134,4,0,16,17,40,0,82,3,0,6,15,88,9,123,0,0,8,4,9,3,24,0,0,11,7,11,0,30,0,0,3,6,12,0,23,15,5,42,20,9,8,90,0,0,3,9,32,3,55,10,3,30,45,76,4,162,9,6,38,10,23,0,90,14,3,34,19,34,4,108,0,0,7,3,3,4,17,3,3,3,3,88,6,106,3,0,10,15,57,17,103,64,19,269,262,1089,81,1795,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,8,18,24,4,55,0,0,3,0,7,0,8,0,0,4,3,16,0,23,3,0,6,6,12,3,25,0,4,30,26,68,5,134,0,0,12,20
315011395,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,5,20,0,36,0,0,4,0,0,0,7,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,5,0,3,0,0,13,8,49,14,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0
315011396,0,0,10,12,52,8,78,0,0,0,5,28,3,38,0,0,0,0,5,3,9,0,0,0,0,8,0,12,0,0,0,6,109,7,129,0,0,0,0,4,0,4,0,0,0,0,30,4,34,0,0,4,9,30,4,44,0,0,0,4,11,5,23,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,14,0,0,3,5,14,0,23,3,0,20,23,126,15,185,4,4,26,4,12,3,50,5,4,10,11,24,7,57,0,0,0,4,10,3,22,0,0,0,3,43,10,60,0,0,3,0,22,17,42,18,13,93,92,537,83,833,0,0,20,9,18,4,50,0,0,0,0,5,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,16,4,19,0,0,0,0,0,0,0,0,0,3,12,22,4,42,0,0,16,12
315011397,0,0,3,4,29,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,3,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,13,71,12,113,0,0,4,5,13,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
315011398,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,44,7,61,0,0,3,0,5,0,9,0,0,0,0,5,0,7,0,0,0,0,4,0,9,0,0,0,0,4,5,11,0,0,0,0,0,0,3,4,0,5,11,90,12,131,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315011399,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,40,0,41,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,3,6,0,9,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,10,41,3,59,0,8,9,5,10,3,27,3,0,14,4,18,5,36,0,0,0,0,0,0,0,0,0,0,0,25,7,32,0,0,0,0,0,3,3,5,5,24,29,152,32,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,3,0,5,0,11,0,0,0,0
315011400,0,0,17,14,103,19,163,0,0,3,10,21,0,38,0,0,0,3,37,3,43,0,0,0,3,7,0,9,0,0,0,4,74,4,83,0,0,0,3,4,0,6,0,0,5,0,23,0,32,0,0,0,4,17,0,26,3,0,4,7,25,0,34,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,3,0,13,0,0,0,0,10,3,13,0,0,3,7,19,0,37,0,0,6,4,8,0,22,3,0,6,7,3,3,27,0,0,3,0,5,0,8,0,0,3,0,22,0,24,0,0,3,0,18,9,29,10,3,65,76,397,54,609,0,0,21,17,28,8,83,0,0,0,0,3,0,4,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,3,0,0,3,7,16,6,28,0,0,3,5
315011401,0,0,0,0,7,4,12,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0,0,3,0,70,7,73,0,0,0,0,0,0,0,0,0,3,3,12,0,16,0,0,0,11,10,0,17,0,0,3,10,34,7,54,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,6,0,10,6,3,21,23,30,13,90,7,6,22,6,14,0,49,3,3,24,8,22,8,62,0,0,0,0,3,0,3,0,0,0,0,14,0,17,0,0,0,7,11,10,27,14,18,75,60,247,50,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,0,0,0,0,0,0,7,6,18,3,29,0,0,3,3
315011402,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,31,0,0,0,0,0,0,0,0,0,0,0,9,5,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,131,28,169,0,0,4,3,7,3,23,0,3,0,7,27,4,42,0,0,0,0,4,0,8,0,0,0,0,44,6,55,0,0,0,0,12,3,14,4,4,12,23,263,57,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,18,3,31,0,0,0,0
315011403,0,0,0,0,0,0,0,14,3,52,42,386,16,509,0,0,3,5,85,0,92,0,0,0,0,5,0,3,0,0,3,5,52,0,59,0,0,0,0,10,0,5,0,0,0,0,4,0,6,0,0,3,3,11,0,19,0,0,0,11,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,0,0,3,0,0,0,3,0,0,0,0,15,0,12,3,0,4,11,10,0,27,3,0,16,3,7,0,27,0,0,8,5,4,0,20,0,0,0,0,3,0,3,0,0,3,0,18,3,20,3,0,0,0,15,6,28,21,14,94,82,638,37,886,0,0,0,0,0,0,0,11,3,35,15,52,13,128,0,0,0,0,11,0,15,0,0,0,0,3,0,3,0,0,0,0,6,0,10,0,0,0,0,3,0,3,0,0,8,3,13,0,27,0,0,7,6
315021404,0,0,0,3,32,3,42,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,7,0,7,0,0,0,3,19,5,26,0,0,0,0,4,0,3,0,0,0,0,12,4,20,0,0,0,5,11,0,13,0,0,0,0,17,6,27,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,3,3,11,0,16,6,4,16,21,57,16,113,3,5,16,4,11,4,44,3,0,11,3,13,3,31,0,0,0,0,0,0,4,0,0,0,3,17,3,22,0,0,0,0,12,7,23,14,9,55,47,245,53,413,0,0,6,8,16,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,0,0,0,0,0,0,0,0,0,3,0,11,6,19,0,0,8,0
315021405,0,0,3,0,11,0,12,28,11,190,96,1177,41,1545,4,0,8,7,107,0,127,0,0,8,11,37,3,58,0,0,4,9,218,13,248,3,0,7,3,63,9,77,3,0,5,0,83,5,97,0,0,16,8,40,9,68,0,0,3,12,78,4,102,0,0,0,0,10,0,6,0,0,0,3,6,0,7,0,0,4,0,25,0,36,7,3,22,9,22,0,55,0,0,0,3,47,4,64,9,3,36,44,70,7,168,14,9,52,7,17,3,104,28,5,48,21,25,4,128,0,0,0,3,9,0,13,0,0,3,8,123,3,139,0,0,9,5,81,24,119,99,43,420,249,2235,125,3177,0,0,0,0,6,0,11,10,9,77,37,114,9,252,0,0,0,3,25,0,35,0,0,5,3,8,0,13,0,0,5,8,14,0,30,0,0,0,3,14,0,15,3,0,26,16,82,9,146,7,0,20,18
315021406,0,0,3,13,40,3,61,10,3,51,14,131,6,216,0,0,3,0,11,0,15,0,0,0,3,4,0,6,0,0,3,4,40,5,47,0,0,0,0,0,0,0,0,0,3,0,14,3,20,0,0,4,4,7,0,14,0,0,4,7,46,5,55,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,0,3,6,0,4,0,0,0,0,5,0,6,7,0,6,9,19,0,44,5,0,3,0,0,0,10,0,0,6,0,0,0,8,0,0,0,0,0,0,3,0,0,0,4,13,3,23,0,0,0,0,13,8,15,29,3,87,57,358,33,562,3,0,10,9,20,0,40,0,3,9,11,16,0,36,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,4,0,0,0,3,4,0,11,0,0,0,3
315021407,0,0,10,21,88,11,132,0,0,12,0,26,0,36,0,0,0,0,9,0,12,0,0,0,0,11,0,12,0,0,0,0,39,7,45,0,0,0,4,3,0,8,0,0,3,0,13,0,11,0,0,0,4,11,3,15,0,0,0,0,21,3,24,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,4,7,0,4,9,48,7,76,0,0,7,0,0,0,10,0,0,5,6,6,0,12,0,0,0,0,3,0,7,0,0,0,0,7,0,16,0,0,0,0,9,3,14,7,0,45,51,295,44,450,0,4,39,23,37,7,107,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,13,4,25,0,0,4,4
315031408,5,0,11,25,107,18,169,0,0,0,0,8,3,12,0,0,0,0,12,0,18,0,0,0,7,17,0,25,4,0,3,0,70,9,85,0,0,0,0,11,0,14,0,0,3,0,13,3,17,0,0,0,3,8,0,15,0,0,0,7,21,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,9,3,6,0,23,0,0,0,0,3,0,9,7,3,13,12,30,4,68,0,7,13,0,3,0,18,0,0,12,6,3,0,23,0,0,0,0,4,0,7,0,0,3,3,16,3,29,0,0,3,0,16,7,21,14,13,72,74,356,48,581,3,0,37,28,36,6,111,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,3,0,3,0,9,0,0,3,3,5,0,6,0,0,3,3,31,7,42,0,0,3,4
315031409,0,0,8,19,52,9,86,0,0,0,0,7,0,7,3,0,3,3,26,3,39,0,0,0,0,7,0,7,0,0,3,0,53,5,62,0,0,6,0,8,3,24,0,0,0,3,30,4,35,0,0,0,0,13,0,16,0,0,0,3,18,5,22,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,9,3,0,0,14,0,0,0,0,3,3,5,3,0,14,17,33,8,70,0,4,16,3,0,0,23,3,0,10,8,6,4,27,0,0,0,0,0,0,3,0,0,0,0,22,0,24,0,0,0,3,20,5,28,12,7,68,69,304,48,501,0,0,23,17,15,3,57,0,0,0,0,0,0,0,3,0,7,0,7,3,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,8,0,3,5,3,21,5,32,0,3,4,3
315031410,0,0,3,15,57,5,77,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,8,0,8,0,0,0,0,23,3,29,0,0,0,0,3,0,5,0,0,3,0,6,3,13,0,0,0,0,8,0,15,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,7,6,39,3,68,0,3,4,0,3,0,6,3,0,4,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,10,0,8,0,0,0,0,5,0,3,8,6,24,26,189,21,267,0,0,10,13,33,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,5,5,0,15,0,0,4,4
