SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
124031458,18,57,0,3,4,0,0,0,0,82,4,21,0,0,3,0,0,0,0,29,80,537,28,97,148,56,4,20,3,963,4,0,0,0,0,0,0,0,0,11,28,60,7,32,68,14,0,7,10,223,66,87,24,132,156,47,9,15,6,534,81,76,114,211,338,103,17,43,11,995,9,0,0,13,42,18,6,9,0,100,15,10,7,35,50,16,6,14,0,159,0,15,0,6,19,0,0,0,4,48,6,16,3,12,30,6,4,13,6,96,340,1063,185,554,891,275,39,125,50,3522,0,3,0,0,0,0,0,0,0,4,3,25,0,0,3,0,3,0,0,32,77,280,8,8,59,14,7,7,5,475,5,10,0,0,0,0,0,0,0,18,24,70,6,9,6,4,0,3,0,118,4,27,0,3,3,0,0,0,0,42,187,832,80,134,203,80,29,48,14,1604,3,0,0,0,0,0,0,0,0,13
124031459,8,42,0,7,8,0,0,0,0,65,3,15,0,0,3,0,0,0,0,23,67,378,6,38,63,14,0,3,3,587,0,0,0,0,0,0,0,0,0,0,18,74,3,30,43,8,3,0,3,179,21,65,9,74,84,16,0,0,3,279,40,44,57,136,173,45,7,22,9,534,6,0,0,8,29,12,3,9,0,67,13,11,4,12,43,14,0,7,0,102,4,6,0,3,9,0,0,0,0,29,4,10,3,7,21,10,3,6,5,62,214,795,88,322,495,118,18,53,31,2138,0,8,0,0,0,0,0,0,0,10,3,29,0,0,0,0,0,0,0,28,64,191,6,5,23,3,0,0,8,301,3,11,0,0,4,0,0,0,0,17,13,60,0,10,4,0,0,0,0,85,11,20,0,3,7,0,0,0,0,37,146,589,26,83,82,36,13,17,6,990,0,0,0,0,0,0,0,0,0,3
124031460,4,51,0,13,7,3,0,0,0,86,6,24,0,3,0,0,0,0,0,30,100,612,24,88,127,34,5,21,3,1015,0,3,0,3,3,0,0,0,0,11,34,69,7,46,90,19,0,7,3,284,61,74,13,134,163,41,3,9,3,505,61,66,93,189,324,73,6,21,13,845,8,7,3,13,58,15,3,3,0,107,9,9,5,30,79,17,4,5,3,151,0,5,3,3,16,10,0,3,0,42,3,11,3,26,32,6,0,4,9,99,317,1086,156,559,938,222,26,73,39,3420,3,4,0,0,0,0,0,0,0,13,11,63,0,0,0,0,3,0,0,76,87,203,10,24,49,10,17,8,3,401,3,11,0,0,3,0,0,0,0,23,19,69,0,16,13,5,0,0,0,129,10,27,0,4,3,0,0,0,0,42,226,895,66,150,190,67,36,34,13,1681,3,8,0,3,3,0,0,0,0,10
124031461,3,36,3,14,3,0,0,0,0,59,3,12,0,0,3,0,0,0,0,11,44,353,9,51,75,25,3,10,5,581,3,0,0,3,3,0,0,0,0,14,22,45,4,40,39,11,0,3,0,158,39,36,23,88,99,29,0,5,7,319,59,52,65,166,224,88,12,25,12,708,7,8,0,18,35,7,0,9,0,75,8,8,3,23,54,7,0,10,4,109,0,3,0,8,10,0,0,0,3,25,4,10,3,15,20,6,0,8,12,85,200,676,115,422,584,176,19,71,42,2311,0,0,0,0,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,29,34,166,6,5,18,6,5,4,0,243,3,0,0,0,0,4,0,0,0,6,6,45,0,13,7,3,0,0,0,80,5,21,0,0,4,0,0,0,0,34,106,515,31,86,115,43,22,22,7,950,3,0,3,3,3,0,0,0,0,11
124031462,3,33,0,10,3,0,0,0,0,49,3,15,0,0,0,0,0,0,0,23,57,386,12,81,129,37,5,19,7,734,0,0,0,0,0,0,0,0,0,4,17,36,6,34,39,11,0,10,4,155,40,55,26,116,92,22,3,15,3,373,39,63,65,198,214,68,9,32,12,700,8,5,3,10,42,14,0,16,0,96,7,8,0,29,26,7,0,7,3,99,4,3,0,3,15,6,0,3,0,36,0,7,4,15,20,14,3,11,4,84,192,770,129,515,621,194,28,115,32,2595,0,4,0,0,0,0,0,0,0,4,3,33,3,0,0,0,0,0,0,46,47,232,9,32,59,22,14,12,4,432,0,9,0,0,0,0,3,0,0,23,13,51,4,10,6,0,0,3,0,88,10,17,0,3,0,0,0,0,0,34,129,631,71,118,173,71,52,56,15,1322,0,0,0,3,3,0,0,0,0,8
124031463,3,30,0,4,3,0,0,0,0,38,0,13,0,0,4,0,0,0,0,13,47,250,8,30,69,20,0,0,3,419,0,0,0,0,4,0,0,0,0,3,20,20,4,17,45,6,0,6,7,125,13,27,9,41,56,12,0,3,0,163,31,22,40,55,102,30,3,7,4,299,4,0,0,7,20,3,0,0,0,36,13,5,0,15,30,6,4,3,0,80,0,3,0,3,15,0,0,0,0,32,6,9,0,7,17,8,0,3,3,57,158,443,73,177,376,92,12,27,23,1390,0,4,0,0,0,0,0,0,0,5,0,15,0,0,4,0,0,0,0,19,37,100,8,9,23,5,0,0,0,180,0,4,0,0,0,0,0,0,0,4,4,36,0,4,3,0,0,0,0,50,0,13,0,0,4,0,0,0,0,18,124,403,22,54,76,27,11,12,6,739,0,0,0,0,4,0,0,0,0,3
124031464,8,27,0,5,8,4,0,0,0,46,0,10,0,0,0,0,0,0,0,11,56,237,15,52,76,18,3,21,7,479,0,0,0,0,0,0,0,0,0,3,9,26,8,21,18,10,0,0,0,96,40,29,10,66,48,30,0,15,3,235,36,41,52,108,127,48,16,24,6,455,3,4,0,6,18,12,3,7,0,59,5,10,5,21,34,12,0,5,0,86,0,0,0,3,16,0,0,3,0,21,3,10,0,6,16,9,3,3,0,50,167,490,90,303,385,142,25,87,15,1715,0,3,0,0,0,0,0,0,0,5,0,27,0,0,0,0,0,0,0,30,27,158,15,23,37,10,8,8,4,284,0,7,0,0,0,0,0,0,0,14,9,37,3,9,9,4,0,0,0,66,7,13,0,0,3,0,0,0,0,21,116,415,32,87,95,38,29,37,5,850,0,0,0,0,0,0,0,0,0,7
124031465,0,10,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,20,100,3,12,18,5,0,3,5,168,0,0,0,0,0,0,0,0,0,3,3,14,0,12,16,0,0,0,0,48,11,15,3,34,37,7,0,0,0,101,23,13,29,50,76,20,3,16,4,225,0,0,0,0,17,0,0,3,0,20,8,4,0,0,21,7,0,6,3,49,3,3,0,0,9,6,0,0,0,18,4,3,0,6,8,3,3,0,5,33,79,195,35,124,196,50,6,31,14,733,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,11,38,0,3,0,0,0,4,0,51,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7,41,140,6,24,21,8,3,6,4,253,0,0,0,0,0,0,0,4,0,3
124041466,3,29,0,5,5,0,0,0,0,47,0,11,0,0,0,0,0,0,0,17,45,287,19,51,35,20,0,12,6,478,0,0,0,0,0,0,0,0,0,3,14,48,3,27,27,9,0,7,0,134,36,38,16,75,69,31,0,5,0,274,43,48,73,161,147,53,11,30,6,573,5,0,4,8,19,11,0,11,0,61,12,7,8,24,30,11,5,7,0,100,3,4,0,0,11,0,0,3,0,27,9,7,0,12,15,7,0,7,6,64,182,586,135,373,374,139,15,76,24,1912,3,3,0,0,0,0,0,0,0,10,6,27,0,0,0,0,0,0,0,34,26,127,5,10,14,6,3,3,7,201,0,4,0,0,0,0,0,0,0,6,5,48,0,8,9,0,0,0,0,75,3,10,0,0,0,3,0,0,0,17,96,419,40,77,58,33,7,20,5,755,0,0,0,0,0,0,0,0,0,10
124041467,8,40,0,8,10,0,0,0,0,64,3,7,0,0,0,0,0,0,0,11,51,280,17,48,53,23,3,5,3,492,0,0,0,0,0,0,0,0,0,7,24,33,3,19,31,9,0,9,0,126,28,49,13,99,86,29,4,16,0,316,41,53,72,170,233,64,17,43,15,699,6,0,7,5,33,21,3,8,0,72,13,10,3,34,48,14,6,6,0,135,0,3,0,7,11,3,0,3,0,23,3,9,3,14,20,6,0,13,3,68,176,572,119,421,538,164,28,97,23,2126,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,29,117,6,7,6,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,10,46,0,8,10,0,0,0,0,74,4,11,0,0,0,0,0,0,3,19,88,394,37,71,75,37,17,20,9,743,0,3,0,0,0,0,0,0,0,10
124041468,0,9,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,17,97,9,10,18,5,0,3,0,165,0,0,0,0,0,0,0,0,0,0,3,23,0,3,19,0,0,3,3,61,10,24,3,28,31,9,0,0,0,115,23,13,43,49,79,26,7,16,3,259,0,3,3,8,12,3,0,0,0,28,0,4,3,7,17,3,0,3,3,39,0,3,0,0,3,0,0,0,0,11,3,4,3,5,10,5,0,4,3,38,68,213,70,125,194,53,10,29,13,786,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,16,37,0,0,6,0,0,0,0,62,0,0,0,0,0,0,0,0,0,3,3,14,0,4,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,11,34,132,18,19,26,5,0,7,4,243,0,0,0,0,0,0,0,0,0,0
124051469,0,12,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,22,153,3,19,39,7,0,4,0,245,0,0,0,0,0,0,0,0,0,0,5,18,3,8,22,9,0,3,0,72,20,15,10,42,38,7,0,3,0,133,22,26,28,80,103,30,6,7,6,297,3,0,0,3,9,3,0,0,0,16,7,0,4,9,25,5,0,4,0,57,0,4,0,3,6,3,0,0,0,14,0,5,0,6,16,5,0,3,0,40,81,267,51,180,257,70,13,21,7,944,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,16,58,4,0,10,0,0,0,0,91,0,0,0,0,0,0,0,0,0,3,0,14,0,5,4,0,0,0,0,24,0,3,0,0,0,0,0,0,0,9,52,231,14,28,64,15,10,11,9,430,0,0,0,0,0,0,0,0,0,0
124051470,8,23,0,12,10,0,0,0,0,48,3,10,0,0,3,0,0,0,0,21,53,359,16,58,129,36,3,14,11,672,0,0,0,4,4,0,0,0,0,4,17,59,0,33,51,14,0,15,4,195,45,64,14,104,129,34,5,17,10,420,57,45,81,219,254,67,33,43,9,821,0,3,3,22,31,14,0,3,0,82,13,12,4,32,64,21,0,10,4,160,0,5,0,7,21,8,0,0,0,42,3,16,8,21,21,14,9,11,5,105,226,694,122,519,736,208,58,110,49,2721,0,3,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,14,20,144,6,12,34,9,11,11,4,259,0,3,0,0,3,0,0,0,0,11,12,34,0,11,8,0,0,0,0,67,3,16,0,0,3,0,0,0,0,27,121,536,68,86,178,63,41,35,16,1145,0,0,0,3,4,0,0,0,0,11
124051580,4,6,0,3,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,6,25,114,5,37,46,11,5,6,4,257,0,0,0,3,0,0,0,0,0,3,7,26,3,13,20,5,4,3,0,81,18,23,9,71,59,15,3,9,0,203,17,23,24,122,108,23,12,26,10,368,0,0,0,7,19,0,3,4,0,38,7,7,0,19,38,5,5,3,0,87,0,0,0,5,14,0,3,3,0,28,9,4,0,17,21,7,7,8,4,66,91,258,45,294,344,71,40,68,17,1231,0,3,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,10,7,67,0,12,15,5,5,0,0,120,3,7,0,0,0,0,0,0,0,7,4,13,0,3,4,0,0,0,0,28,3,3,0,0,0,0,0,0,0,9,37,185,32,51,74,21,32,21,7,460,0,0,0,6,0,0,0,0,0,9
124051581,0,17,0,10,6,3,0,0,3,35,0,3,0,0,0,0,0,0,0,5,27,172,11,49,61,23,9,18,7,372,0,0,0,0,0,0,0,0,0,6,6,26,3,18,14,4,0,8,0,80,27,25,7,70,51,18,4,11,3,220,34,34,56,167,128,47,22,45,9,541,8,4,0,5,27,8,6,9,0,65,3,7,6,26,19,3,0,5,3,85,3,3,0,4,9,3,0,3,0,24,3,5,3,10,15,9,3,18,4,68,116,351,94,371,349,133,52,117,26,1591,0,0,0,0,3,0,0,0,0,4,3,12,0,0,0,0,0,0,0,19,10,89,6,17,27,14,6,8,0,180,0,7,0,0,0,0,0,0,0,5,3,14,0,7,3,3,0,0,3,43,5,11,0,0,0,0,0,0,0,12,62,284,29,77,92,36,39,41,11,676,3,0,0,3,0,0,0,0,0,9
125011473,17,54,3,7,12,0,0,0,0,95,14,22,0,0,8,0,0,0,0,43,199,766,40,115,253,110,3,32,21,1539,0,0,0,0,5,0,0,0,0,9,33,32,7,16,69,15,0,3,3,181,34,49,14,61,96,25,0,5,4,290,24,15,25,53,90,20,0,8,0,255,3,9,0,3,15,11,0,0,0,35,6,14,0,17,31,7,0,3,0,83,3,12,0,0,9,3,0,0,0,33,5,11,3,0,7,4,0,3,5,42,465,1380,101,292,699,244,13,60,56,3315,0,7,0,0,0,0,0,0,0,12,17,101,0,3,0,3,0,0,4,129,290,682,36,36,191,75,11,14,17,1355,4,30,0,0,7,0,0,0,0,48,32,71,3,8,22,0,3,0,3,157,21,27,0,0,6,0,0,3,0,57,560,1448,151,195,401,191,47,62,39,3085,0,0,0,0,5,0,0,0,0,7
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,12,0,9,3,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,27,195,9,74,64,44,6,41,16,474,0,0,3,0,0,0,0,0,0,4,16,12,7,23,15,11,3,4,0,90,17,18,9,70,36,17,0,15,4,185,7,16,13,52,27,23,6,19,3,157,0,0,0,8,7,6,3,3,0,17,0,0,3,24,13,0,3,4,0,45,0,0,5,4,3,6,0,8,0,36,3,3,0,8,9,3,3,6,11,48,84,344,57,294,203,126,24,112,37,1296,0,0,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,23,50,196,42,58,56,68,15,52,11,547,3,3,0,0,0,0,0,4,0,17,0,23,3,12,3,3,0,6,0,43,0,0,0,0,0,0,0,0,0,4,102,416,105,125,125,134,78,150,38,1270,0,0,3,0,0,0,0,0,0,6
125011583,0,8,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,22,114,8,79,72,33,6,55,9,399,0,0,0,0,0,0,0,3,0,0,4,3,3,13,15,12,3,7,3,67,5,11,6,48,15,25,3,18,0,134,3,4,10,36,12,6,0,15,0,90,0,0,0,0,3,3,0,4,0,16,0,3,0,9,3,3,3,3,0,19,0,0,0,0,4,0,0,5,0,19,0,3,3,7,3,4,0,6,0,30,46,221,38,238,140,111,21,132,17,967,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,35,154,35,47,51,65,24,55,11,480,0,4,3,0,4,3,4,0,0,23,0,11,3,13,0,0,3,9,0,37,0,7,0,0,0,0,0,0,0,6,66,263,95,120,119,114,72,170,20,1040,0,0,0,0,0,0,0,3,3,4
125011584,0,11,0,3,3,0,0,0,0,16,0,3,0,0,0,0,0,0,0,3,24,142,10,27,57,16,3,15,5,304,0,0,0,0,0,0,0,0,0,0,9,12,0,8,7,6,0,3,0,52,0,11,7,35,22,14,3,4,3,99,3,5,12,25,16,7,0,13,0,80,0,0,0,4,10,3,0,0,0,10,0,0,0,9,5,0,0,3,0,22,0,7,0,3,3,3,0,0,0,15,0,3,0,5,9,3,0,7,0,24,54,240,28,131,136,67,11,42,15,721,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,13,40,84,12,5,16,16,6,5,0,186,0,3,0,0,3,0,0,0,0,5,3,7,0,3,7,0,3,0,0,21,0,3,0,0,0,0,0,0,0,7,63,250,44,47,89,33,32,42,18,622,0,0,0,0,0,0,0,0,0,7
125011585,0,6,0,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,28,183,15,49,79,31,9,26,10,410,0,0,0,0,0,0,0,0,0,0,4,18,4,11,17,5,0,6,3,72,15,11,3,38,25,4,3,11,5,116,3,13,19,43,35,12,0,6,3,122,0,0,0,3,4,0,0,3,0,15,0,0,0,10,14,0,0,6,0,33,0,3,0,0,5,3,0,0,0,21,0,0,3,9,10,3,3,3,4,34,63,288,47,160,214,71,15,64,28,952,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,28,90,14,13,27,10,9,10,3,200,0,4,0,0,0,0,0,0,0,6,4,16,0,0,4,4,0,0,0,31,0,6,0,0,3,0,3,0,0,11,76,351,67,67,124,55,38,67,15,867,0,0,3,0,0,0,0,0,0,4
125011586,4,28,0,7,3,0,0,0,0,52,0,6,0,0,3,0,0,0,0,15,108,576,37,125,196,97,11,64,21,1245,3,0,0,0,0,0,0,0,0,5,19,39,17,31,40,11,4,22,0,176,27,35,36,102,67,28,3,28,9,316,8,18,42,76,63,27,10,16,6,263,3,0,3,3,10,6,0,5,0,29,0,5,4,11,32,3,3,6,3,67,0,11,4,9,14,3,3,5,0,55,4,9,0,9,5,6,0,10,15,62,223,912,147,414,512,206,26,168,66,2678,3,7,0,0,0,0,0,0,0,13,7,44,0,4,3,0,0,3,0,63,110,344,34,51,108,51,14,26,14,757,0,11,0,0,4,0,0,0,0,21,10,56,3,9,7,3,0,0,4,101,3,18,0,0,6,3,0,0,0,26,274,1122,184,192,319,190,86,172,54,2591,3,0,0,0,3,0,0,0,0,16
125011587,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,12,86,8,17,42,16,0,7,4,192,0,0,0,3,0,0,0,0,0,3,4,11,6,6,11,3,0,3,0,50,12,3,4,22,22,9,3,4,0,80,3,0,5,24,22,3,0,9,0,68,0,0,0,3,0,0,0,6,0,11,0,0,0,6,5,3,0,8,0,21,0,3,0,3,0,0,0,3,0,13,3,0,0,0,8,0,0,0,3,12,41,145,25,83,123,33,4,40,14,504,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,10,21,58,5,9,10,7,9,0,0,115,0,4,0,0,0,0,0,0,0,4,4,3,6,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,43,154,24,26,77,30,17,27,7,407,0,0,0,3,0,0,0,0,0,6
125021476,9,80,0,16,16,0,0,3,3,133,4,21,0,0,6,0,0,0,0,33,209,1005,54,133,377,109,11,36,22,1958,0,0,0,0,0,0,0,0,0,0,32,92,10,32,111,28,3,16,0,316,35,72,23,84,103,44,3,14,3,381,27,26,43,102,107,32,3,20,3,369,6,3,0,14,23,5,0,0,0,52,14,9,9,23,70,15,0,11,0,150,11,24,3,8,28,7,0,3,0,88,3,11,3,14,21,8,0,0,11,75,453,1858,164,453,992,280,23,116,59,4402,5,14,0,0,3,0,0,0,0,15,30,165,3,0,8,3,0,0,0,212,295,931,72,47,190,69,16,27,23,1674,11,28,3,0,9,7,0,0,0,53,30,138,9,21,29,3,0,4,3,241,14,26,0,0,8,0,0,0,3,54,566,1990,220,196,507,230,96,105,64,3977,0,0,0,0,0,0,0,0,0,4
125021477,9,54,0,19,4,0,0,0,0,89,4,16,0,0,0,0,0,0,0,23,125,601,49,88,201,53,5,33,22,1173,0,3,0,0,0,0,0,0,0,5,37,63,10,42,84,19,10,14,3,281,47,53,9,99,107,29,0,14,4,357,43,26,69,142,116,47,4,15,7,467,3,3,3,10,29,6,0,4,0,55,9,4,8,36,56,12,0,6,0,127,7,4,4,3,22,8,0,3,3,48,7,17,4,9,26,7,0,7,11,82,359,1103,168,459,715,198,26,92,56,3170,0,4,0,0,0,0,0,0,0,6,7,80,0,0,0,0,3,0,0,93,152,423,38,25,99,38,15,11,9,814,5,14,0,0,0,4,6,0,0,25,13,73,3,24,8,0,0,6,0,126,10,21,0,3,0,0,0,3,0,41,322,1087,162,146,298,116,53,93,37,2314,0,3,0,0,0,3,0,0,0,8
