SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
101061543,3,19,0,4,3,0,0,3,0,34,0,3,0,0,0,0,0,0,0,5,40,202,0,16,29,5,0,8,0,308,0,0,0,0,0,0,0,0,0,0,20,22,3,24,20,0,0,0,0,88,14,25,4,40,27,9,4,7,3,128,31,35,44,121,77,43,5,33,3,390,3,8,0,11,12,18,0,5,0,55,14,0,0,20,17,15,0,4,0,70,3,3,0,4,10,3,0,3,0,16,7,3,0,5,15,14,0,14,3,57,136,357,57,248,213,109,11,74,10,1201,0,4,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,9,18,32,0,0,3,0,0,0,0,52,0,0,0,0,0,0,0,0,0,3,4,34,3,10,3,0,0,3,0,51,5,3,0,0,0,0,0,0,0,9,75,294,12,31,40,3,0,23,3,475,0,0,0,0,0,0,0,0,0,0
101061544,8,12,0,3,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,3,61,131,0,16,21,6,0,10,0,250,0,0,0,0,0,0,0,0,0,0,35,16,3,19,22,3,0,11,0,104,22,17,10,22,24,3,0,8,0,110,28,16,39,70,48,15,4,22,0,246,10,0,0,3,8,3,0,6,0,39,7,0,3,3,18,4,0,9,0,48,4,7,0,0,0,0,0,0,0,17,4,3,0,8,9,0,0,6,3,40,195,237,53,148,156,34,10,79,7,923,0,3,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,13,19,26,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,5,12,15,0,3,0,0,0,0,0,33,0,3,0,0,0,0,0,0,0,3,132,160,9,26,27,9,0,17,3,384,0,0,0,0,0,0,0,0,0,0
102011028,3,31,0,0,4,3,0,0,0,48,0,17,0,0,0,0,0,0,0,23,63,317,3,28,35,13,0,4,6,485,0,0,0,0,0,0,0,0,0,0,11,59,8,29,14,11,0,4,0,138,19,41,3,38,37,11,0,0,3,156,11,18,19,59,57,26,0,11,0,207,6,0,0,3,6,11,0,0,0,29,3,0,0,16,22,4,0,0,0,49,3,0,0,8,5,3,0,0,0,19,4,8,0,3,11,3,0,0,4,33,132,577,35,195,215,85,0,24,16,1279,0,4,0,0,0,0,0,0,0,4,4,30,0,0,0,3,0,0,0,36,45,106,3,8,4,5,0,0,3,171,0,9,0,0,0,0,0,0,0,8,12,57,3,3,4,3,0,0,0,84,4,18,0,0,0,0,0,0,0,29,135,523,20,46,49,25,0,8,3,822,0,0,0,0,0,0,0,0,0,0
102011029,3,43,0,3,3,0,0,0,3,58,4,11,0,3,3,0,0,0,0,22,61,290,6,34,64,15,0,8,3,480,0,0,0,0,0,0,0,0,0,0,18,53,0,19,34,17,0,5,0,153,36,32,5,57,56,8,0,4,0,200,14,29,54,94,95,37,0,16,0,345,3,0,0,5,19,3,0,0,0,41,3,7,3,12,42,9,0,7,0,86,0,5,0,4,8,0,0,0,0,26,6,7,5,13,14,11,0,5,5,55,168,569,89,254,337,103,4,42,21,1580,0,3,0,0,0,0,0,0,0,3,3,32,0,0,0,3,0,0,0,36,37,105,10,4,13,7,0,0,6,172,0,3,0,0,0,0,0,0,0,6,3,67,0,4,4,0,0,0,5,99,5,21,0,4,3,0,0,0,0,31,133,498,32,62,92,23,0,17,11,870,0,0,0,0,0,0,0,0,0,4
102011030,3,5,0,3,0,0,0,0,0,17,0,9,0,0,3,0,0,0,0,11,33,89,4,14,23,6,0,9,0,178,0,0,0,0,0,0,0,0,0,0,8,13,0,13,22,3,0,3,3,64,21,11,7,15,30,3,3,6,0,92,20,5,21,26,36,13,0,13,3,142,6,0,0,0,6,3,0,0,0,18,8,0,0,4,11,3,0,0,0,40,0,0,0,0,0,0,0,0,0,5,6,5,0,3,11,0,4,6,3,32,109,166,36,86,153,47,6,36,8,657,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,21,26,3,4,4,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0,6,7,0,3,0,0,0,0,0,18,4,9,3,0,3,0,0,0,0,12,70,161,17,23,29,10,3,15,0,321,0,0,0,0,0,0,0,0,0,0
102011031,6,46,0,10,10,0,0,0,0,75,0,10,0,0,4,0,0,0,0,17,68,377,6,43,62,25,0,5,8,595,0,0,0,0,0,0,0,0,0,3,19,62,5,24,45,14,0,3,4,180,34,35,12,62,61,22,0,7,3,223,38,40,43,98,116,38,0,24,3,406,5,0,0,4,20,9,0,7,0,47,10,11,0,14,39,12,0,0,0,96,0,4,3,0,9,5,0,3,0,20,3,9,0,10,12,3,0,0,7,57,211,684,79,279,400,127,4,46,27,1857,0,3,0,0,0,0,0,0,0,3,6,40,0,0,3,0,0,0,0,48,66,157,9,5,16,4,0,0,0,257,0,4,0,0,0,0,0,0,0,13,13,57,3,11,13,3,0,0,0,95,4,16,0,0,6,0,0,0,0,27,176,649,28,74,87,40,7,19,14,1089,0,0,0,0,0,0,0,0,0,3
102011032,9,41,0,12,6,0,0,0,0,73,0,23,0,0,3,0,0,0,0,25,80,600,26,78,114,41,3,24,9,978,0,3,0,3,0,0,0,0,0,5,24,62,7,38,50,13,3,9,0,212,22,75,18,104,99,32,3,16,4,373,64,81,82,179,167,82,10,45,6,719,5,5,5,10,19,23,0,11,0,82,11,8,3,24,32,20,3,4,0,118,5,17,0,9,21,4,0,4,0,59,0,8,3,10,14,13,0,10,9,66,255,1083,154,478,554,223,19,119,40,2923,0,3,0,0,0,0,0,0,0,8,8,54,4,0,0,0,0,0,3,66,53,236,18,15,35,8,0,10,3,369,4,6,0,0,0,0,0,0,0,13,14,75,0,10,14,3,0,0,0,119,8,32,0,0,6,0,0,0,0,49,179,1075,72,125,154,75,14,46,21,1754,3,3,0,5,0,0,0,0,0,13
102011033,0,9,0,8,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,7,26,138,8,19,41,4,0,4,7,247,0,0,0,0,0,0,0,0,0,0,18,25,3,17,22,7,0,3,0,92,18,20,7,39,36,12,0,4,0,144,23,21,30,72,90,23,3,13,4,275,0,0,0,5,5,5,0,7,0,26,3,6,6,4,22,5,3,3,0,51,0,0,0,5,8,3,0,0,0,19,3,7,0,0,9,4,0,0,0,18,96,259,62,181,246,71,12,35,12,963,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,14,43,3,0,19,4,0,0,0,83,0,0,0,0,0,0,0,0,0,6,0,17,3,12,0,0,0,0,0,30,4,9,0,0,0,0,0,0,0,16,54,219,22,35,54,17,4,13,7,422,0,0,0,0,0,0,0,0,0,0
102011034,3,18,0,7,0,0,0,0,0,31,0,8,0,0,0,0,0,0,0,7,24,185,3,20,17,15,0,3,0,264,0,0,0,0,0,0,0,0,0,6,8,23,0,18,14,3,0,0,0,78,4,21,6,42,35,14,0,0,3,133,24,17,33,63,71,22,0,7,3,243,0,3,0,4,15,8,0,0,0,35,6,3,0,12,12,5,0,3,3,41,4,0,0,3,12,3,0,3,0,24,5,4,0,3,9,3,0,3,3,34,81,320,46,180,199,78,7,24,14,946,0,7,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,12,19,58,0,5,9,4,0,0,3,101,0,3,0,0,0,0,0,0,0,3,7,26,0,6,0,0,0,0,0,40,0,14,0,0,0,0,0,0,0,15,54,273,15,34,31,20,0,5,0,436,0,0,0,0,0,0,0,0,0,6
102011035,4,22,0,3,5,0,0,0,0,30,3,10,0,0,0,0,0,0,0,15,17,187,7,21,49,15,0,0,5,312,0,0,0,0,0,0,0,0,0,3,3,25,4,11,21,4,0,3,0,72,16,31,7,52,38,10,0,3,4,157,30,33,31,87,70,28,6,13,4,297,3,3,0,3,6,12,0,8,0,35,0,7,3,12,21,4,0,0,0,46,0,0,0,3,3,3,0,0,0,10,0,3,0,7,10,6,0,3,3,25,83,370,54,196,221,80,11,32,26,1070,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,16,14,66,3,5,3,0,0,0,6,103,0,5,0,0,0,0,0,0,0,6,9,31,0,3,3,0,0,0,3,44,0,13,0,0,0,0,0,0,0,19,44,294,26,35,54,26,5,14,14,509,0,0,0,4,0,0,0,0,0,3
102011036,7,25,0,0,3,0,0,0,0,32,0,13,0,0,0,0,0,0,0,16,43,228,11,33,29,9,0,7,3,365,0,0,0,0,0,0,0,0,0,5,13,29,3,16,25,6,0,5,0,95,16,33,10,39,49,14,3,3,0,166,24,20,41,89,87,32,3,15,3,320,3,3,0,3,13,4,0,3,0,32,3,4,0,14,23,6,0,3,0,57,0,3,0,4,6,0,0,0,0,16,3,3,0,3,8,0,0,3,4,35,126,420,65,198,259,75,12,37,13,1212,0,4,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,25,21,72,4,0,10,0,0,0,0,110,3,4,0,0,0,0,0,0,0,10,8,34,0,5,7,0,0,0,0,47,4,24,0,0,0,0,0,0,0,27,98,379,24,44,47,20,5,20,9,642,0,0,0,0,0,0,0,0,0,3
102011037,8,18,0,9,0,0,0,0,0,32,0,9,0,0,0,0,0,0,0,11,23,186,4,28,42,6,0,0,0,296,0,0,0,3,0,0,0,0,0,3,15,40,0,20,22,13,0,0,0,116,11,20,6,35,31,14,0,0,3,117,15,36,22,48,45,20,3,11,3,203,3,0,0,4,14,3,0,0,0,21,6,3,0,9,21,3,0,0,0,48,0,0,0,0,0,0,0,0,0,8,3,3,4,3,6,0,0,3,0,26,98,372,37,160,196,68,6,18,8,965,0,3,0,0,0,0,0,0,0,3,3,27,0,0,0,0,0,0,0,30,30,63,5,6,9,6,0,0,0,125,0,3,0,0,4,0,0,0,0,9,8,28,0,9,0,3,0,0,0,47,3,15,0,0,0,0,0,0,0,26,71,316,16,37,66,12,0,0,4,535,0,0,0,3,0,0,0,0,0,3
102011038,3,26,0,0,0,0,0,0,0,32,0,5,0,0,0,0,0,0,0,8,39,202,6,19,35,9,0,5,0,317,0,0,0,0,0,0,0,0,0,3,6,27,3,11,16,4,0,3,0,85,19,22,5,47,55,9,0,3,3,162,17,13,37,73,83,25,6,5,0,262,0,0,0,5,13,6,3,0,0,32,5,6,0,20,24,8,0,3,0,57,0,3,0,0,4,0,0,0,0,9,3,6,3,7,6,12,0,0,3,40,108,358,58,185,234,83,9,19,13,1077,0,5,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,11,17,54,0,3,10,3,0,0,0,86,0,3,0,0,0,0,0,0,0,3,4,39,0,0,0,3,0,0,0,52,3,7,0,0,0,0,0,0,0,18,83,304,16,35,44,12,3,5,3,510,0,0,0,0,0,0,0,0,0,3
102011039,10,48,0,8,7,0,0,0,0,80,11,15,0,3,0,0,0,0,0,29,77,579,16,53,90,27,0,9,11,858,0,0,0,4,0,0,0,0,0,3,34,59,9,25,53,18,0,4,4,207,28,54,12,57,72,14,0,4,6,248,39,36,43,113,112,49,7,17,3,418,8,5,0,11,22,11,0,0,0,51,6,10,3,14,36,19,0,0,3,92,3,6,0,7,12,0,0,0,0,38,8,8,3,12,17,10,0,0,3,58,241,962,86,310,434,148,11,41,31,2266,3,7,0,0,0,0,0,0,0,9,9,50,0,0,3,0,0,0,0,58,61,219,5,11,18,5,3,0,0,327,0,6,0,0,3,0,0,0,0,15,19,88,0,11,13,3,0,0,0,129,14,21,0,3,0,0,0,0,0,38,238,966,47,82,123,48,8,13,12,1542,3,0,0,4,0,0,0,0,0,8
102011040,0,37,0,13,7,5,0,0,0,66,3,12,0,0,0,0,0,0,0,19,70,371,11,58,93,17,4,20,8,659,0,0,0,3,3,0,0,0,0,9,24,70,10,47,61,10,0,6,3,241,31,67,20,129,103,36,0,12,3,406,48,86,88,272,205,83,7,52,10,845,4,5,10,23,29,15,3,7,0,90,11,23,8,38,48,20,3,16,0,165,4,13,0,7,17,3,0,10,0,53,6,18,8,30,32,9,0,17,12,126,234,849,152,624,610,209,19,135,40,2871,3,7,0,0,0,0,0,0,0,12,13,46,0,0,3,0,0,0,3,67,47,172,8,9,23,3,0,6,5,275,0,8,0,0,0,0,0,0,0,8,3,60,5,9,11,5,0,0,0,99,3,14,0,3,3,0,0,0,0,28,165,621,47,89,126,39,10,29,19,1142,0,0,3,3,3,0,0,0,0,13
102011041,4,41,0,8,5,0,0,0,0,60,0,12,0,0,0,0,0,0,0,9,59,361,14,38,67,12,0,7,5,557,0,0,0,0,3,3,0,0,0,4,28,44,3,13,31,13,0,0,3,138,18,35,5,53,54,14,0,4,0,192,39,28,41,87,89,25,3,9,3,306,3,3,0,7,7,4,0,0,0,27,5,10,5,9,33,8,0,6,0,78,0,4,0,4,9,3,0,0,0,19,8,12,3,9,17,9,0,3,3,60,168,650,74,228,313,97,6,22,19,1584,0,3,0,0,0,0,0,0,0,3,3,25,0,0,3,0,0,0,0,33,45,128,7,9,10,0,0,0,8,207,0,8,0,0,0,0,0,0,0,6,20,62,0,6,5,0,0,0,0,94,3,14,0,0,0,0,0,0,0,18,130,642,34,55,86,31,3,13,7,1003,0,0,0,0,3,3,0,0,0,7
102011042,7,28,0,6,9,0,0,3,3,51,4,6,0,0,4,0,0,0,0,18,50,232,8,37,55,20,0,17,3,420,0,0,0,3,0,0,0,0,0,5,20,34,5,46,35,10,0,3,0,152,29,37,12,56,52,16,0,4,0,209,20,55,63,132,102,75,9,28,3,488,3,4,0,26,16,3,0,7,0,64,0,8,4,17,31,10,0,4,0,77,3,8,3,3,9,3,0,4,3,37,0,6,0,14,12,10,3,6,11,57,164,501,106,335,324,151,16,70,28,1702,0,6,0,0,0,0,0,0,0,7,9,18,0,0,3,0,0,0,0,30,51,95,4,3,18,3,0,6,4,183,0,13,0,0,0,0,0,0,0,14,11,38,3,7,10,0,0,3,0,78,6,11,0,0,6,0,0,0,0,25,93,393,40,58,83,44,6,20,9,739,0,0,0,3,0,0,0,0,0,9
102011043,3,24,0,8,3,0,0,0,0,42,3,8,0,0,0,0,0,0,0,12,27,266,8,41,54,18,0,5,3,423,0,0,0,0,3,0,0,0,0,3,10,40,5,27,35,7,0,0,0,136,18,38,6,67,60,11,3,10,0,214,24,26,45,120,119,47,5,26,4,418,6,5,0,3,20,12,0,8,0,58,0,6,9,22,21,3,0,0,0,68,0,3,3,3,5,0,0,3,0,24,3,9,6,7,12,8,3,5,3,45,101,476,88,309,341,110,15,56,18,1517,0,3,0,0,0,0,0,0,0,6,0,9,3,0,0,0,0,0,0,12,19,87,3,7,6,3,0,0,3,130,0,3,0,0,0,0,0,0,0,3,3,35,0,5,4,0,0,0,3,58,5,11,0,0,0,0,0,0,0,17,54,409,29,69,76,31,8,14,11,695,0,0,0,0,3,0,0,0,0,3
102021044,4,39,0,8,4,0,0,0,0,60,3,12,0,0,3,0,0,0,0,14,76,525,11,45,70,28,0,6,4,776,0,4,0,4,3,0,0,0,0,13,30,59,11,47,41,4,0,0,3,203,41,67,22,151,79,29,0,18,4,407,47,81,104,232,238,103,12,69,12,891,0,4,3,15,21,25,0,12,0,92,5,14,6,39,53,22,0,12,0,159,3,8,0,5,16,6,0,0,0,34,8,10,8,22,22,22,0,14,6,106,240,905,169,580,561,250,14,128,34,2871,0,6,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,12,38,117,4,8,9,3,0,0,0,185,0,3,0,0,0,0,0,0,0,7,11,59,3,8,8,3,0,0,0,89,3,15,0,0,4,0,0,0,0,22,128,740,40,87,92,50,12,19,13,1172,4,4,0,5,3,0,0,0,0,17
102021045,0,5,0,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,19,121,0,19,15,9,3,0,0,189,0,0,0,0,0,0,0,3,0,3,0,18,0,15,21,3,0,0,0,71,16,24,10,94,30,20,0,3,3,192,36,58,62,189,110,61,5,39,12,576,5,0,3,7,9,17,0,5,0,52,6,0,4,29,14,9,0,7,0,74,5,0,0,4,4,0,0,3,0,15,0,6,0,18,7,11,3,9,7,68,102,253,84,376,226,130,13,76,25,1273,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,5,15,0,0,3,0,0,0,0,31,0,3,0,0,0,0,0,0,0,3,3,9,0,6,3,0,0,0,0,22,4,3,0,0,0,0,0,0,0,8,34,162,7,27,20,20,6,0,3,281,0,0,0,0,0,0,0,3,0,3
102021046,0,14,0,3,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,9,9,145,10,19,13,9,0,0,3,205,0,0,0,0,0,0,0,0,0,0,11,22,3,22,19,10,0,0,0,83,17,22,6,59,43,11,6,12,0,179,14,39,46,111,99,49,4,24,3,385,9,0,0,11,12,11,0,6,0,54,8,5,0,20,22,9,0,6,0,66,0,3,0,3,3,0,0,0,0,10,0,7,3,5,5,6,3,7,3,37,75,279,72,255,219,105,16,50,13,1078,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,7,23,0,0,9,0,0,0,0,39,0,0,0,0,0,0,0,0,0,3,4,17,0,3,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,9,31,192,12,28,22,11,3,3,6,305,0,0,0,0,0,0,0,0,0,3
102021047,3,38,0,8,8,0,0,0,0,59,0,8,0,0,0,0,0,0,0,10,61,345,11,42,58,29,0,3,5,559,0,0,0,4,3,0,0,0,0,9,13,44,4,34,46,12,3,9,0,163,41,46,7,95,85,27,6,8,3,322,49,59,79,180,188,77,8,32,11,689,3,3,0,13,25,21,0,4,0,79,5,12,5,33,44,13,3,7,3,131,3,4,0,3,10,0,0,5,0,28,3,7,6,10,18,4,0,5,9,62,206,665,120,422,502,181,22,75,31,2225,0,9,0,0,0,0,0,0,0,11,3,9,0,0,0,0,0,0,0,15,30,110,0,3,8,0,0,0,0,150,4,5,0,0,0,0,0,0,0,7,9,50,5,15,9,0,0,0,0,88,4,14,0,0,0,0,0,0,0,20,119,504,24,59,84,41,3,14,9,856,0,0,0,4,3,0,0,0,0,12
102021048,6,34,0,7,0,0,3,0,0,54,0,9,0,3,0,0,0,0,0,17,51,299,10,50,36,18,4,13,0,472,0,0,0,0,0,0,0,0,0,5,13,57,5,29,35,12,3,6,0,159,30,50,22,141,81,33,3,12,3,368,62,71,95,265,187,88,18,53,6,845,5,5,7,19,39,24,3,7,3,101,0,13,4,39,34,20,0,9,3,135,6,0,0,8,11,3,0,4,0,30,4,23,3,16,21,21,0,14,9,113,187,625,141,588,441,216,31,120,31,2381,0,6,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,15,12,67,0,3,7,0,0,0,0,96,0,3,0,0,0,0,0,0,0,8,4,43,0,11,3,0,3,0,0,67,0,15,0,3,3,0,0,0,0,23,81,405,20,78,48,24,16,22,3,696,0,0,0,3,0,0,0,0,0,9
102021049,5,18,0,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,21,90,8,11,13,3,0,0,4,144,0,0,0,0,0,0,0,0,0,0,8,21,3,9,13,4,0,0,3,70,11,11,5,13,13,0,0,7,0,62,10,5,22,22,29,8,0,4,3,99,0,0,0,3,8,4,0,0,0,15,10,4,0,7,13,4,0,0,0,40,0,0,0,3,3,0,0,0,0,8,5,3,5,0,3,0,0,0,0,18,63,182,42,63,106,30,7,14,10,519,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,12,14,36,0,0,3,0,0,0,0,59,0,3,0,0,0,0,0,0,0,3,3,17,0,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,49,143,10,19,22,7,3,3,4,263,0,0,0,0,0,0,0,0,0,0
102021050,3,12,0,9,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,3,22,150,3,24,17,3,3,3,0,228,0,0,0,3,0,0,0,0,0,0,12,38,3,15,18,7,0,4,0,91,14,23,5,64,30,14,0,5,0,162,21,43,42,142,89,46,3,23,3,419,3,0,0,3,16,17,0,7,0,49,3,0,0,20,20,8,0,3,0,63,0,3,0,0,9,3,0,0,0,21,7,5,3,12,15,3,0,8,3,56,90,307,62,296,212,100,11,52,12,1142,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,6,33,0,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,18,0,10,0,0,0,0,0,31,3,7,0,3,0,0,0,0,0,9,43,196,12,32,21,12,11,3,3,336,0,0,0,3,0,0,0,0,0,5
